A2ML1 KLK7
A2ML1 KLK7
A2ML1 PPL
A2ML1 PPL
A2ML1 SHOC2
A2ML1 SHOC2
AACS BCAT1
AACS BCAT1
AACS CNDP2
AACS CNDP2
AACS HMGCS2
AACS HMGCS2
AAK1 AP2B1
AAK1 AP2B1
AAK1 CLTC
AAK1 CLTC
AAR2 EFTUD2
AAR2 EFTUD2
AAR2 PRPF8
AAR2 PRPF8
AARS AARSD1
AARS AARSD1
AARS ADAT1
AARS ADAT1
AARS DARS
AARS DARS
AARS DARS2
AARS DARS2
AARS EARS2
AARS EARS2
AARS EPRS
AARS EPRS
AARS FARS2
AARS FARS2
AARS GARS
AARS GARS
AARS GATB
AARS GATB
AARS IARS2
AARS IARS2
AARS KARS
AARS KARS
AARS LARS
AARS LARS
AARS LARS2
AARS LARS2
AARS MARS2
AARS MARS2
AARS NARS2
AARS NARS2
AARS PARS2
AARS PARS2
AARS QARS
AARS QARS
AARS TARS2
AARS TARS2
AARS VARS
AARS VARS
AARS YARS2
AARS YARS2
AARS2 AARS
AARS2 AARS
AARS2 DARS
AARS2 DARS
AARS2 DARS2
AARS2 DARS2
AARS2 EARS2
AARS2 EARS2
AARS2 EPRS
AARS2 EPRS
AARS2 FARS2
AARS2 FARS2
AARS2 GARS
AARS2 GARS
AARS2 IARS2
AARS2 IARS2
AARS2 KARS
AARS2 KARS
AARS2 LARS
AARS2 LARS
AARS2 LARS2
AARS2 LARS2
AARS2 NARS
AARS2 NARS
AARS2 NARS2
AARS2 NARS2
AARS2 NTPCR
AARS2 NTPCR
AARS2 PARS2
AARS2 PARS2
AARS2 QARS
AARS2 QARS
AARS2 TARS2
AARS2 TARS2
AARS2 VARS
AARS2 VARS
AARS2 YARS2
AARS2 YARS2
AASDHPPT TRPC4
AASDHPPT TRPC4
AATF DDX52
AATF DDX52
ABCA1 CDC42
ABCA1 CDC42
ABCA1 CROT
ABCA1 CROT
ABCA1 GULP1
ABCA1 GULP1
ABCA1 TBL1XR1
ABCA1 TBL1XR1
ABCA3 ABCC4
ABCA3 ABCC4
ABCA3 ALG3
ABCA3 ALG3
ABCA3 PIGS
ABCA3 PIGS
ABCA3 SFTPA1
ABCA3 SFTPA1
ABCA3 SFTPA2
ABCA3 SFTPA2
ABCA3 SLC38A7
ABCA3 SLC38A7
ABCA3 TMPRSS6
ABCA3 TMPRSS6
ABCB4 ABCB1
ABCB4 ABCB1
ABCB4 GGT1
ABCB4 GGT1
ABCB4 MED1
ABCB4 MED1
ABCB4 TBL1XR1
ABCB4 TBL1XR1
ABCC1 LTB4R2
ABCC1 LTB4R2
ABCC2 SLC22A6
ABCC2 SLC22A6
ABCC2 UGT1A1
ABCC2 UGT1A1
ABCC3 ALB
ABCC3 ALB
ABCC3 FABP6
ABCC3 FABP6
ABCC6 ENPP1
ABCC6 ENPP1
ABCC6 GGCX
ABCC6 GGCX
ABCC6 VKORC1
ABCC6 VKORC1
ABCC8 KCNJ11
ABCC8 KCNJ11
ABCC8 RAPGEF3
ABCC8 RAPGEF3
ABCC8 RAPGEF4
ABCC8 RAPGEF4
ABCD1 ABCD3
ABCD1 ABCD3
ABCD1 ACBD5
ABCD1 ACBD5
ABCD1 AGPS
ABCD1 AGPS
ABCD1 ALDH3A2
ABCD1 ALDH3A2
ABCD1 ATAD1
ABCD1 ATAD1
ABCD1 BCAP31
ABCD1 BCAP31
ABCD1 PEX12
ABCD1 PEX12
ABCD1 PEX13
ABCD1 PEX13
ABCD1 PEX26
ABCD1 PEX26
ABCD1 PXMP4
ABCD1 PXMP4
ABCD3 ACBD5
ABCD3 ACBD5
ABCD3 PEX12
ABCD3 PEX12
ABCD3 PXMP4
ABCD3 PXMP4
ABCF2 ABCB1
ABCF2 ABCB1
ABCF2 DDB1
ABCF2 DDB1
ABCF2 EEF1G
ABCF2 EEF1G
ABCF2 EFTUD2
ABCF2 EFTUD2
ABCF2 EIF6
ABCF2 EIF6
ABCF2 PRPF8
ABCF2 PRPF8
ABCF2 PSME3
ABCF2 PSME3
ABCF2 RRM1
ABCF2 RRM1
ABCF2 SNRNP200
ABCF2 SNRNP200
ABCG1 KDM4A
ABCG1 KDM4A
ABCG5 ABCG8
ABCG5 ABCG8
ABCG5 SLC9A1
ABCG5 SLC9A1
ABCG8 ATP1B1
ABCG8 ATP1B1
ABCG8 ATP2A2
ABCG8 ATP2A2
ABHD11 ABHD6
ABHD11 ABHD6
ABHD12 ABHD6
ABHD12 ABHD6
ABHD6 FRRS1L
ABHD6 FRRS1L
ABR CDC42
ABR CDC42
ABR RAC1
ABR RAC1
ABR RHOA
ABR RHOA
ABT1 AATF
ABT1 AATF
ABT1 DDX10
ABT1 DDX10
ABT1 DDX52
ABT1 DDX52
ABT1 DDX54
ABT1 DDX54
ABT1 DHX32
ABT1 DHX32
ABT1 DIEXF
ABT1 DIEXF
ABT1 DQX1
ABT1 DQX1
ABT1 GTF3C1
ABT1 GTF3C1
ABT1 PES1
ABT1 PES1
ABT1 PWP1
ABT1 PWP1
ABT1 RRS1
ABT1 RRS1
ABT1 TBL3
ABT1 TBL3
ABT1 UTP14C
ABT1 UTP14C
ABT1 WDR3
ABT1 WDR3
ABT1 WDR36
ABT1 WDR36
ABT1 WDR43
ABT1 WDR43
ACBD3 BPNT1
ACBD3 BPNT1
ACBD3 EPRS
ACBD3 EPRS
ACBD3 TBC1D22B
ACBD3 TBC1D22B
ACBD5 BCAT1
ACBD5 BCAT1
ACBD5 PEX12
ACBD5 PEX12
ACBD5 PXMP4
ACBD5 PXMP4
ACE AGT
ACE AGT
ACE AGTR1
ACE AGTR1
ACE ALB
ACE ALB
ACE ATP6AP2
ACE ATP6AP2
ACE DPP4
ACE DPP4
ACE MME
ACE MME
ACE NOS3
ACE NOS3
ACE RHOA
ACE RHOA
ACE TAC1
ACE TAC1
ACE2 MME
ACE2 MME
ACLY ACACA
ACLY ACACA
ACLY ALDH5A1
ACLY ALDH5A1
ACLY CS
ACLY CS
ACLY ELOVL6
ACLY ELOVL6
ACLY GLUD1
ACLY GLUD1
ACLY GLUD2
ACLY GLUD2
ACLY IDH1
ACLY IDH1
ACLY IL4I1
ACLY IL4I1
ACLY MDH2
ACLY MDH2
ACLY MUT
ACLY MUT
ACLY NIT2
ACLY NIT2
ACLY PKM
ACLY PKM
ACLY SCD
ACLY SCD
ACLY SDHA
ACLY SDHA
ACO2 ACLY
ACO2 ACLY
ACO2 AGXT
ACO2 AGXT
ACO2 ALDH1A1
ACO2 ALDH1A1
ACO2 ALDH2
ACO2 ALDH2
ACO2 ALDOA
ACO2 ALDOA
ACO2 ATP5B
ACO2 ATP5B
ACO2 ATP5H
ACO2 ATP5H
ACO2 CPVL
ACO2 CPVL
ACO2 CS
ACO2 CS
ACO2 DERA
ACO2 DERA
ACO2 GOT2
ACO2 GOT2
ACO2 GPD1L
ACO2 GPD1L
ACO2 GPI
ACO2 GPI
ACO2 HIBADH
ACO2 HIBADH
ACO2 IDH1
ACO2 IDH1
ACO2 LONP1
ACO2 LONP1
ACO2 MDH2
ACO2 MDH2
ACO2 NDUFS1
ACO2 NDUFS1
ACO2 NME2
ACO2 NME2
ACO2 OGDH
ACO2 OGDH
ACO2 OGDHL
ACO2 OGDHL
ACO2 PKM
ACO2 PKM
ACO2 SDHA
ACO2 SDHA
ACO2 TIMM22
ACO2 TIMM22
ACO2 TOMM20
ACO2 TOMM20
ACO2 TOMM70A
ACO2 TOMM70A
ACO2 TPI1
ACO2 TPI1
ACO2 UQCRC2
ACO2 UQCRC2
ACOT12 ALDH1B1
ACOT12 ALDH1B1
ACOT12 ALDH3A2
ACOT12 ALDH3A2
ACOT13 ACOT12
ACOT13 ACOT12
ACOX1 ACACA
ACOX1 ACACA
ACOX1 ACSBG2
ACOX1 ACSBG2
ACOX1 ACSS3
ACOX1 ACSS3
ACOX1 AGXT
ACOX1 AGXT
ACOX1 ALDH3A2
ACOX1 ALDH3A2
ACOX1 AMACR
ACOX1 AMACR
ACOX1 CITED2
ACOX1 CITED2
ACOX1 CROT
ACOX1 CROT
ACOX1 DDO
ACOX1 DDO
ACOX1 FABP1
ACOX1 FABP1
ACOX1 GSTK1
ACOX1 GSTK1
ACOX1 HADHA
ACOX1 HADHA
ACOX1 IDH1
ACOX1 IDH1
ACOX1 MED1
ACOX1 MED1
ACOX1 MPV17
ACOX1 MPV17
ACOX1 NOS2
ACOX1 NOS2
ACOX1 NRIP1
ACOX1 NRIP1
ACOX1 NUDT19
ACOX1 NUDT19
ACOX1 PCCB
ACOX1 PCCB
ACOX1 PEX12
ACOX1 PEX12
ACOX1 PEX13
ACOX1 PEX13
ACOX1 PIPOX
ACOX1 PIPOX
ACOX1 SCD
ACOX1 SCD
ACOX1 TBL1XR1
ACOX1 TBL1XR1
ACP2 ACP5
ACP2 ACP5
ACP2 BLVRB
ACP2 BLVRB
ACP2 ENPP1
ACP2 ENPP1
ACP2 ENPP3
ACP2 ENPP3
ACP2 ITPA
ACP2 ITPA
ACSBG1 ABCD3
ACSBG1 ABCD3
ACSS2 ACACA
ACSS2 ACACA
ACSS2 ACLY
ACSS2 ACLY
ACSS2 ACOX1
ACSS2 ACOX1
ACSS2 ACSS3
ACSS2 ACSS3
ACSS2 ALDH1B1
ACSS2 ALDH1B1
ACSS2 ALDH2
ACSS2 ALDH2
ACSS2 ALDH3A1
ACSS2 ALDH3A1
ACSS2 ALDH3A2
ACSS2 ALDH3A2
ACSS2 ALDH3B1
ACSS2 ALDH3B1
ACSS2 CS
ACSS2 CS
ACSS2 HIBADH
ACSS2 HIBADH
ACSS2 PCCB
ACSS2 PCCB
ACSS2 PCK1
ACSS2 PCK1
ACTA1 ACTG2
ACTA1 ACTG2
ACTA1 ACTN2
ACTA1 ACTN2
ACTA1 ACTN3
ACTA1 ACTN3
ACTA1 CDC42
ACTA1 CDC42
ACTA1 GC
ACTA1 GC
ACTA1 LAMA2
ACTA1 LAMA2
ACTA1 MYH11
ACTA1 MYH11
ACTA1 PAK7
ACTA1 PAK7
ACTA1 TAGLN
ACTA1 TAGLN
ACTA1 TNNC2
ACTA1 TNNC2
ACTA1 TPM2
ACTA1 TPM2
ACTA1 VEGFA
ACTA1 VEGFA
ACTA1 WASF2
ACTA1 WASF2
ACTB ACTG1
ACTB ACTG1
ACTB ACTL6A
ACTB ACTL6A
ACTB ACTR2
ACTB ACTR2
ACTB ANXA1
ACTB ANXA1
ACTB ARPC1B
ACTB ARPC1B
ACTB B2M
ACTB B2M
ACTB CAP1
ACTB CAP1
ACTB CASP8
ACTB CASP8
ACTB CD44
ACTB CD44
ACTB CDC42
ACTB CDC42
ACTB CDKN1A
ACTB CDKN1A
ACTB CETN2
ACTB CETN2
ACTB CHEK1
ACTB CHEK1
ACTB CLIC4
ACTB CLIC4
ACTB COPS7A
ACTB COPS7A
ACTB CORO1C
ACTB CORO1C
ACTB COX4I1
ACTB COX4I1
ACTB CYBB
ACTB CYBB
ACTB CYFIP1
ACTB CYFIP1
ACTB DCTN2
ACTB DCTN2
ACTB DYNC1I2
ACTB DYNC1I2
ACTB ENAH
ACTB ENAH
ACTB EZR
ACTB EZR
ACTB GRB2
ACTB GRB2
ACTB GTF2A1
ACTB GTF2A1
ACTB H3F3A
ACTB H3F3A
ACTB HIST3H2A
ACTB HIST3H2A
ACTB ITGA6
ACTB ITGA6
ACTB ITGAM
ACTB ITGAM
ACTB ITGB1
ACTB ITGB1
ACTB LCP1
ACTB LCP1
ACTB LIMS1
ACTB LIMS1
ACTB LMNA
ACTB LMNA
ACTB MMP9
ACTB MMP9
ACTB MSN
ACTB MSN
ACTB MYH14
ACTB MYH14
ACTB MYL6B
ACTB MYL6B
ACTB MYO1A
ACTB MYO1A
ACTB MYO6
ACTB MYO6
ACTB NCK1
ACTB NCK1
ACTB NF1
ACTB NF1
ACTB PGK1
ACTB PGK1
ACTB POLE3
ACTB POLE3
ACTB POLR1B
ACTB POLR1B
ACTB POLR2E
ACTB POLR2E
ACTB PPIA
ACTB PPIA
ACTB PRKCA
ACTB PRKCA
ACTB PTGS2
ACTB PTGS2
ACTB PTPRC
ACTB PTPRC
ACTB RAD23A
ACTB RAD23A
ACTB RHOA
ACTB RHOA
ACTB RPLP0
ACTB RPLP0
ACTB RUVBL2
ACTB RUVBL2
ACTB SQSTM1
ACTB SQSTM1
ACTB TPM3
ACTB TPM3
ACTB TRRAP
ACTB TRRAP
ACTB WASF2
ACTB WASF2
ACTB WIPF1
ACTB WIPF1
ACTB XIAP
ACTB XIAP
ACTB YWHAZ
ACTB YWHAZ
ACTC1 ACTA1
ACTC1 ACTA1
ACTC1 ACTG2
