"cause","effect"
"AHCY","SHMT2"
"AHCY","SHMT2"
"AHR","AR"
"AHR","AR"
"AHR","HSP90AA1"
"AHR","HSP90AA1"
"AHRR","FLYWCH1"
"AHRR","FLYWCH1"
"AHSA2","DNAJB5"
"AHSA2","DNAJB5"
"AIMP2","EEF1E1"
"AIMP2","EEF1E1"
"AIMP2","GAR1"
"AIMP2","GAR1"
"AIMP2","HSPA4"
"AIMP2","HSPA4"
"AIMP2","KARS"
"AIMP2","KARS"
"AIMP2","NOP16"
"AIMP2","NOP16"
"AIMP2","PARK2"
"AIMP2","PARK2"
"AIMP2","YARS"
"AIMP2","YARS"
"AK2","APRT"
"AK2","APRT"
"AK2","NME1-NME2"
"AK2","NME1-NME2"
"AK2","NME2"
"AK2","NME2"
"AK2","NT5C3A"
"AK2","NT5C3A"
"AK2","PGM2"
"AK2","PGM2"
"AK2","RRM2"
"AK2","RRM2"
"AKAP12","PRKCA"
"AKAP12","PRKCA"
"AKAP13","AKAP12"
"AKAP13","AKAP12"
"AKAP13","AKAP7"
"AKAP13","AKAP7"
"AKAP13","HSPB6"
"AKAP13","HSPB6"
"AKAP13","LPAR1"
"AKAP13","LPAR1"
"AKAP13","LPAR2"
"AKAP13","LPAR2"
"AKAP13","TGM2"
"AKAP13","TGM2"
"AKAP6","ADCY5"
"AKAP6","ADCY5"
"AKAP6","AKAP13"
"AKAP6","AKAP13"
"AKAP6","AKAP7"
"AKAP6","AKAP7"
"AKAP6","PDE4D"
"AKAP6","PDE4D"
"AKAP6","RPS6KA2"
"AKAP6","RPS6KA2"
"AKAP6","RYR2"
"AKAP6","RYR2"
"AKR1A1","ADM2"
"AKR1A1","ADM2"
"AKR1A1","GK"
"AKR1A1","GK"
"AKR1A1","MAOB"
"AKR1A1","MAOB"
"AKT3","BCL2"
"AKT3","BCL2"
"AKT3","FYN"
"AKT3","FYN"
"AKT3","ILK"
"AKT3","ILK"
"AKT3","LCK"
"AKT3","LCK"
"AKT3","NOS1"
"AKT3","NOS1"
"AKT3","PDE3B"
"AKT3","PDE3B"
"AKT3","PIK3R1"
"AKT3","PIK3R1"
"AKT3","PIK3R5"
"AKT3","PIK3R5"
"AKT3","PIK3R6"
"AKT3","PIK3R6"
"AKT3","PRKCZ"
"AKT3","PRKCZ"
"ALB","AGER"
"ALB","AGER"
"ALB","GPT"
"ALB","GPT"
"ALB","RBP4"
"ALB","RBP4"
"ALDH18A1","ALDH6A1"
"ALDH18A1","ALDH6A1"
"ALDH18A1","FDXR"
"ALDH18A1","FDXR"
"ALDH18A1","GART"
"ALDH18A1","GART"
"ALDH18A1","GMPS"
"ALDH18A1","GMPS"
"ALDH18A1","PSAT1"
"ALDH18A1","PSAT1"
"ALDH18A1","PSPH"
"ALDH18A1","PSPH"
"ALDH18A1","PYCR1"
"ALDH18A1","PYCR1"
"ALDH18A1","REEP1"
"ALDH18A1","REEP1"
"ALDH18A1","SDSL"
"ALDH18A1","SDSL"
"ALDH1B1","ACSS3"
"ALDH1B1","ACSS3"
"ALDH1B1","ALDH6A1"
"ALDH1B1","ALDH6A1"
"ALDH1B1","CARNS1"
"ALDH1B1","CARNS1"
"ALDH1B1","MAOB"
"ALDH1B1","MAOB"
"ALDH1L1","AMT"
"ALDH1L1","AMT"
"ALDH1L1","MTHFD1L"
"ALDH1L1","MTHFD1L"
"ALDH2","ACSS3"
"ALDH2","ACSS3"
"ALDH2","ADH1B"
"ALDH2","ADH1B"
"ALDH2","AKR1A1"
"ALDH2","AKR1A1"
"ALDH2","ALDH1B1"
"ALDH2","ALDH1B1"
"ALDH2","ALDH6A1"
"ALDH2","ALDH6A1"
"ALDH2","AOC3"
"ALDH2","AOC3"
"ALDH2","COMT"
"ALDH2","COMT"
"ALDH2","CYP2E1"
"ALDH2","CYP2E1"
"ALDH2","GLUL"
"ALDH2","GLUL"
"ALDH2","MAOB"
"ALDH2","MAOB"
"ALDH2","UPB1"
"ALDH2","UPB1"
"ALDH8A1","ADHFE1"
"ALDH8A1","ADHFE1"
"ALDH8A1","PDE7B"
"ALDH8A1","PDE7B"
"ALG10","ALG3"
"ALG10","ALG3"
"ALG10","ALG6"
"ALG10","ALG6"
"ALG10","ALG8"
"ALG10","ALG8"
"ALG10","DDOST"
"ALG10","DDOST"
"ALG10","OST4"
"ALG10","OST4"
"ALG10","RPN1"
