"cause","effect"
"CD40","C4B"
"CD40","CCL3"
"CD40","CCL3"
"CD40","CD19"
"CD40","CD19"
"CD40","CD44"
"CD40","CD44"
"CD40","CD8A"
"CD40","CD8A"
"CD40","IL10"
"CD40","IL10"
"CD40","ITGAM"
"CD40","ITGAM"
"CD40","ITGAX"
"CD40","ITGAX"
"CD40","LGALS9"
"CD40","LGALS9"
"CD40","LTA"
"CD40","LTA"
"CD40","LYN"
"CD40","LYN"
"CD40","MAPK9"
"CD40","MAPK9"
"CD40","PDCD1LG2"
"CD40","PDCD1LG2"
"CD40","PIK3R1"
"CD40","PIK3R1"
"CD40","PIK3R6"
"CD40","PIK3R6"
"CD40","PTPRC"
"CD40","PTPRC"
"CD40","TANK"
"CD40","TANK"
"CD40","TLR4"
"CD40","TLR4"
"CD40","TLR7"
"CD40","TLR7"
"CD40","TNFRSF9"
"CD40","TNFRSF9"
"CD40","TNFSF11"
"CD40","TNFSF11"
"CD40","TNFSF13B"
"CD40","TNFSF13B"
"CD40","TNFSF14"
"CD40","TNFSF14"
"CD40LG","CD19"
"CD40LG","CD19"
"CD40LG","CD40"
"CD40LG","CD40"
"CD40LG","CD8A"
"CD40LG","CD8A"
"CD40LG","IL10"
"CD40LG","IL10"
"CD40LG","ITGAM"
"CD40LG","ITGAM"
"CD40LG","ITGAX"
"CD40LG","ITGAX"
"CD40LG","ITGB2"
"CD40LG","ITGB2"
"CD40LG","LTA"
"CD40LG","LTA"
"CD40LG","MAPK9"
"CD40LG","MAPK9"
"CD40LG","PIK3R6"
"CD40LG","PIK3R6"
"CD40LG","PTPRC"
"CD40LG","PTPRC"
"CD40LG","TLR4"
"CD40LG","TLR4"
"CD40LG","TNFRSF11A"
"CD40LG","TNFRSF11A"
"CD40LG","TNFRSF1B"
"CD40LG","TNFRSF1B"
"CD40LG","TNFRSF4"
"CD40LG","TNFRSF4"
"CD40LG","TNFSF11"
"CD40LG","TNFSF11"
"CD40LG","TNFSF13B"
"CD40LG","TNFSF13B"
"CD40LG","TNFSF14"
"CD40LG","TNFSF14"
"CD44","CCL5"
"CD44","CCL5"
"CD44","CD19"
"CD44","CD19"
"CD44","COMMD3-BMI1"
"CD44","COMMD3-BMI1"
"CD44","FGF1"
"CD44","FGF1"
"CD44","IL10"
"CD44","IL10"
"CD44","ITGAM"
"CD44","ITGAM"
"CD44","ITGAX"
"CD44","ITGAX"
"CD44","LYN"
"CD44","LYN"
"CD44","NTRK1"
"CD44","NTRK1"
"CD44","PECAM1"
"CD44","PECAM1"
"CD44","PRG4"
"CD44","PRG4"
"CD44","PTPRC"
"CD44","PTPRC"
"CD44","VAV1"
"CD44","VAV1"
"CD44","VEGFA"
"CD44","VEGFA"
"CD47","BNIP3"
"CD47","BNIP3"
"CD47","COL4A1"
"CD47","COL4A1"
"CD47","COL4A3"
"CD47","COL4A3"
"CD47","COL4A4"
"CD47","COL4A4"
"CD47","COL4A6"
"CD47","COL4A6"
"CD47","ITGAM"
"CD47","ITGAM"
"CD47","ITGB1"
"CD47","ITGB1"
"CD47","SIRPA"
"CD47","SIRPA"
"CD47","SIRPB1"
"CD47","SIRPB1"
"CD47","THBS2"
"CD47","THBS2"
"CD5","CD19"
"CD5","CD19"
"CD5","CD1C"
"CD5","CD1C"
"CD5","CD1D"
"CD5","CD1D"
"CD5","CD1E"
"CD5","CD1E"
"CD5","CD2"
"CD5","CD2"
"CD5","CD247"
"CD5","CD247"
"CD5","CD3E"
"CD5","CD3E"
"CD5","CD52"
"CD5","CD52"
"CD5","CD5L"
"CD5","CD5L"
"CD5","CD79B"
"CD5","CD79B"
"CD5","CD8A"
"CD5","CD8A"
"CD5","CR2"
"CD5","CR2"
"CD5","FCGR3A"
"CD5","FCGR3A"
"CD5","FYN"
"CD5","FYN"
"CD5","ITGAM"
"CD5","ITGAM"
"CD5","ITGAX"
"CD5","ITGAX"
"CD5","PTPRC"
"CD5","PTPRC"
"CD5","SPN"
"CD5","SPN"
"CD52","CD19"
"CD52","CD19"
"CD52","CD48"
"CD52","CD48"
"CD52","PTPRC"
"CD52","PTPRC"
"CD53","CD101"
"CD53","CD101"
"CD53","CD2"
"CD53","CD2"
"CD53","CD48"
"CD53","CD48"
"CD53","CD52"
"CD53","CD52"
"CD53","CTSS"
"CD53","CTSS"
"CD53","EVI2B"
"CD53","EVI2B"
"CD53","GMFG"
"CD53","GMFG"
"CD53","HCLS1"
"CD53","HCLS1"
"CD53","ITGB2"
"CD53","ITGB2"
"CD53","LAPTM5"
"CD53","LAPTM5"
"CD53","LCP1"
"CD53","LCP1"
"CD53","PTPRC"
"CD53","PTPRC"
"CD6","CD2"
"CD6","CD2"
"CD6","CD5"
"CD6","CD5"
"CD6","LCK"
"CD6","LCK"
"CD68","AIF1"
"CD68","AIF1"
"CD68","ALB"
"CD68","ALB"
"CD68","ARG1"
"CD68","ARG1"
"CD68","CCR2"
"CD68","CCR2"
"CD68","CD163"
"CD68","CD163"
"CD68","CD1A"
"CD68","CD1A"
"CD68","CD1C"
"CD68","CD1C"
"CD68","CD1D"
"CD68","CD1D"
"CD68","CD1E"
"CD68","CD1E"
"CD68","CD34"
"CD68","CD34"
"CD68","CD86"
"CD68","CD86"
"CD68","CD8A"
"CD68","CD8A"
"CD68","CSF1R"
"CD68","CSF1R"
"CD68","CX3CR1"
"CD68","CX3CR1"
"CD68","FUT4"
"CD68","FUT4"
"CD68","GFAP"
"CD68","GFAP"
"CD68","IL10"
"CD68","IL10"
"CD68","IL1B"
"CD68","IL1B"
"CD68","ITGAM"
"CD68","ITGAM"
"CD68","ITGAX"
"CD68","ITGAX"
"CD68","LAMP3"
"CD68","LAMP3"
"CD68","MRC1"
"CD68","MRC1"
"CD68","MSR1"
"CD68","MSR1"
"CD68","PECAM1"
"CD68","PECAM1"
"CD68","PGM1"
"CD68","PGM1"
"CD68","PTPRC"
"CD68","PTPRC"
"CD68","TYROBP"
"CD68","TYROBP"
"CD69","ANXA5"
"CD69","ANXA5"
"CD69","CALR"
"CD69","CALR"
"CD69","CCR5"
"CD69","CCR5"
"CD69","CCR7"
"CD69","CCR7"
"CD69","CD19"
"CD69","CD19"
"CD69","CD1D"
"CD69","CD1D"
"CD69","CD247"
"CD69","CD247"
"CD69","CD27"
"CD69","CD27"
"CD69","CD28"
"CD69","CD28"
"CD69","CD3E"
"CD69","CD3E"
"CD69","CD40"
"CD69","CD40"
"CD69","CD40LG"
"CD69","CD40LG"
"CD69","CD44"
"CD69","CD44"
"CD69","CD5"
"CD69","CD5"
"CD69","CD80"
"CD69","CD80"
"CD69","CD86"
"CD69","CD86"
"CD69","CD8A"
"CD69","CD8A"
"CD69","CTLA4"
"CD69","CTLA4"
"CD69","CXCR3"
"CD69","CXCR3"
"CD69","FAS"
"CD69","FAS"
"CD69","FCGR3A"
"CD69","FCGR3A"
"CD69","IFNG"
"CD69","IFNG"
"CD69","IL10"
"CD69","IL10"
"CD69","IL2RA"
"CD69","IL2RA"
"CD69","IL7R"
"CD69","IL7R"
"CD69","ITGAL"
"CD69","ITGAL"
"CD69","ITGAM"
"CD69","ITGAM"
"CD69","ITGAX"
"CD69","ITGAX"
"CD69","KLRB1"
"CD69","KLRB1"
"CD69","NCR1"
"CD69","NCR1"
"CD69","PRF1"
"CD69","PRF1"
"CD69","PTPRC"
"CD69","PTPRC"
"CD69","S1PR1"
"CD69","S1PR1"
"CD69","SELL"
"CD69","SELL"
"CD69","SPN"
"CD69","SPN"
"CD70","CD27"
"CD70","CD27"
"CD70","CD276"
"CD70","CD276"
"CD70","CD40"
"CD70","CD40"
"CD70","CD40LG"
"CD70","CD40LG"
"CD70","CD8A"
"CD70","CD8A"
"CD70","TNFRSF4"
"CD70","TNFRSF4"
"CD70","TNFSF4"
"CD70","TNFSF4"
"CD74","APP"
"CD74","APP"
"CD74","B2M"
"CD74","B2M"
"CD74","C1QA"
"CD74","C1QA"
"CD74","CANX"
"CD74","CANX"
"CD74","CD44"
"CD74","CD44"
"CD74","CTSB"
"CD74","CTSB"
"CD74","CTSC"
"CD74","CTSC"
"CD74","CTSE"
"CD74","CTSE"
"CD74","CTSL"
"CD74","CTSL"
"CD74","CTSO"
"CD74","CTSO"
"CD74","CTSS"
"CD74","CTSS"
"CD74","CTSV"
"CD74","CTSV"
"CD74","CXCR2"
"CD74","CXCR2"
"CD74","CXCR4"
"CD74","CXCR4"
"CD74","HLA-DMA"
"CD74","HLA-DMA"
"CD74","HLA-DMB"
"CD74","HLA-DMB"
"CD74","HLA-DOA"
"CD74","HLA-DOA"
"CD74","HLA-DOB"
"CD74","HLA-DOB"
"CD74","HLA-DPA1"
"CD74","HLA-DPA1"
"CD74","HLA-DPB1"
"CD74","HLA-DPB1"
"CD74","HLA-DQA1"
"CD74","HLA-DQA1"
"CD74","HLA-DQA2"
"CD74","HLA-DQA2"
"CD74","HLA-DQB1"
"CD74","HLA-DQB1"
"CD74","HLA-DQB2"
"CD74","HLA-DQB2"
"CD74","HLA-DRA"
"CD74","HLA-DRA"
"CD74","HLA-DRB1"
"CD74","HLA-DRB1"
"CD74","HLA-DRB5"
"CD74","HLA-DRB5"
"CD74","ITGB2"
"CD74","ITGB2"
"CD74","ROS1"
"CD74","ROS1"
"CD79A","AMBP"
"CD79A","AMBP"
"CD79A","BLK"
"CD79A","BLK"
"CD79A","BTK"
"CD79A","BTK"
"CD79A","CARD11"
"CD79A","CARD11"
"CD79A","CD19"
"CD79A","CD19"
"CD79A","CD2"
"CD79A","CD2"
"CD79A","CD5"
"CD79A","CD5"
"CD79A","CD79B"
"CD79A","CD79B"
"CD79A","CD8A"
"CD79A","CD8A"
"CD79A","CR2"
"CD79A","CR2"
"CD79A","CXCL9"
"CD79A","CXCL9"
"CD79A","DAPP1"
"CD79A","DAPP1"
"CD79A","DOK1"
"CD79A","DOK1"
"CD79A","FCGR2B"
"CD79A","FCGR2B"
"CD79A","FCRLA"
"CD79A","FCRLA"
"CD79A","FYN"
"CD79A","FYN"
"CD79A","IBTK"
"CD79A","IBTK"
"CD79A","IGLL5"
"CD79A","IGLL5"
"CD79A","LCK"
"CD79A","LCK"
"CD79A","LYN"
"CD79A","LYN"
"CD79A","NCK1"
"CD79A","NCK1"
"CD79A","NT5E"
"CD79A","NT5E"
"CD79A","PIK3AP1"
"CD79A","PIK3AP1"
"CD79A","PIK3R1"
"CD79A","PIK3R1"
"CD79A","PTPRC"
"CD79A","PTPRC"
"CD79A","SPN"
"CD79A","SPN"
"CD79A","VAV1"
"CD79A","VAV1"
"CD79B","BTK"
"CD79B","BTK"
"CD79B","CARD11"
"CD79B","CARD11"
"CD79B","CD19"
"CD79B","CD19"
"CD79B","DAPP1"
"CD79B","DAPP1"
"CD79B","IGLL5"
"CD79B","IGLL5"
"CD79B","LYN"
"CD79B","LYN"
"CD79B","PTPRC"
"CD79B","PTPRC"
"CD79B","SOS1"
"CD79B","SOS1"
"CD79B","VAV1"
"CD79B","VAV1"
"CD80","B2M"
"CD80","B2M"
"CD80","CCL3"
"CD80","CCL3"
"CD80","CCL4"
"CD80","CCL4"
"CD80","CD163"
"CD80","CD163"
"CD80","CD19"
"CD80","CD19"
"CD80","CD1A"
"CD80","CD1A"
"CD80","CD1C"
"CD80","CD1C"
"CD80","CD1D"
"CD80","CD1D"
"CD80","CD1E"
"CD80","CD1E"
"CD80","CD2"
"CD80","CD2"
"CD80","CD209"
"CD80","CD209"
"CD80","CD247"
"CD80","CD247"
"CD80","CD27"
"CD80","CD27"
"CD80","CD28"
"CD80","CD28"
"CD80","CD3D"
"CD80","CD3D"
"CD80","CD3E"
"CD80","CD3E"
"CD80","CD3G"
"CD80","CD3G"
"CD80","CD40"
"CD80","CD40"
"CD80","CD40LG"
"CD80","CD40LG"
"CD80","CD44"
"CD80","CD44"
"CD80","CD86"
"CD80","CD86"
"CD80","CD8A"
"CD80","CD8A"
"CD80","CD8B"
"CD80","CD8B"
"CD80","CDC42"
"CD80","CDC42"
"CD80","CTLA4"
"CD80","CTLA4"
"CD80","CXCL10"
"CD80","CXCL10"
"CD80","FCGR2A"
"CD80","FCGR2A"
"CD80","FCGR2B"
"CD80","FCGR2B"
"CD80","FCGR3A"
"CD80","FCGR3A"
"CD80","GAB2"
"CD80","GAB2"
"CD80","GRAP2"
"CD80","GRAP2"
"CD80","HAVCR2"
"CD80","HAVCR2"
"CD80","HLA-A"
"CD80","HLA-A"
"CD80","HLA-DRA"
"CD80","HLA-DRA"
"CD80","HLA-DRB1"
"CD80","HLA-DRB1"
"CD80","ICAM1"
"CD80","ICAM1"
"CD80","IL10"
"CD80","IL10"
"CD80","ITGA1"
"CD80","ITGA1"
"CD80","ITGA4"
"CD80","ITGA4"
"CD80","ITGA5"
"CD80","ITGA5"
"CD80","ITGA9"
"CD80","ITGA9"
"CD80","ITGAD"
"CD80","ITGAD"
"CD80","ITGAL"
"CD80","ITGAL"
"CD80","ITGAM"
"CD80","ITGAM"
"CD80","ITGAX"
"CD80","ITGAX"
"CD80","ITGB1"
"CD80","ITGB1"
"CD80","ITGB2"
"CD80","ITGB2"
"CD80","ITGB6"
"CD80","ITGB6"
"CD80","ITGB7"
"CD80","ITGB7"
"CD80","ITK"
"CD80","ITK"
"CD80","LCK"
"CD80","LCK"
"CD80","LYN"
"CD80","LYN"
"CD80","MRC1"
"CD80","MRC1"
"CD80","PDCD1"
"CD80","PDCD1"
"CD80","PDCD1LG2"
"CD80","PDCD1LG2"
"CD80","PIK3R1"
"CD80","PIK3R1"
"CD80","PTPN11"
"CD80","PTPN11"
"CD80","PTPRC"
"CD80","PTPRC"
"CD80","STK39"
"CD80","STK39"
"CD80","TLR4"
"CD80","TLR4"
"CD80","TLR7"
"CD80","TLR7"
"CD80","TLR9"
"CD80","TLR9"
"CD80","TMIGD2"
"CD80","TMIGD2"
"CD80","TNFRSF4"
"CD80","TNFRSF4"
"CD80","TNFRSF9"
"CD80","TNFRSF9"
"CD80","TNFSF4"
"CD80","TNFSF4"
"CD84","CD48"
"CD84","CD48"
"CD84","PTPN11"
"CD84","PTPN11"
"CD84","SH2D1A"
"CD84","SH2D1A"
"CD84","SH2D1B"
"CD84","SH2D1B"
"CD86","ARG1"
"CD86","ARG1"
"CD86","B2M"
"CD86","B2M"
"CD86","CCL3"
"CD86","CCL3"
"CD86","CCL4"
"CD86","CCL4"
"CD86","CD163"
"CD86","CD163"
"CD86","CD19"
"CD86","CD19"
"CD86","CD1C"
"CD86","CD1C"
"CD86","CD1D"
"CD86","CD1D"
"CD86","CD1E"
"CD86","CD1E"
"CD86","CD247"
"CD86","CD247"
"CD86","CD3E"
"CD86","CD3E"
"CD86","CD3G"
"CD86","CD3G"
"CD86","CD40"
"CD86","CD40"
"CD86","CD40LG"
"CD86","CD40LG"
"CD86","CD44"
"CD86","CD44"
"CD86","CD8A"
"CD86","CD8A"
"CD86","CDC42"
"CD86","CDC42"
"CD86","FCGR1A"
"CD86","FCGR1A"
"CD86","FCGR2B"
"CD86","FCGR2B"
"CD86","FCGR3A"
"CD86","FCGR3A"
"CD86","GAB2"
"CD86","GAB2"
"CD86","GRAP2"
"CD86","GRAP2"
"CD86","HLA-A"
"CD86","HLA-A"
"CD86","HLA-DRA"
"CD86","HLA-DRA"
"CD86","HLA-DRB1"
"CD86","HLA-DRB1"
"CD86","IL10"
"CD86","IL10"
"CD86","ITGAL"
"CD86","ITGAL"
"CD86","ITGAM"
"CD86","ITGAM"
"CD86","ITGAX"
"CD86","ITGAX"
"CD86","ITK"
"CD86","ITK"
"CD86","LCK"
"CD86","LCK"
"CD86","LILRB2"
"CD86","LILRB2"
"CD86","LY86"
"CD86","LY86"
"CD86","LYN"
"CD86","LYN"
"CD86","MRC1"
"CD86","MRC1"
"CD86","PDCD1"
"CD86","PDCD1"
"CD86","PDCD1LG2"
"CD86","PDCD1LG2"
"CD86","PIK3R1"
"CD86","PIK3R1"
"CD86","PTPN11"
"CD86","PTPN11"
"CD86","PTPRC"
"CD86","PTPRC"
"CD86","STK39"
"CD86","STK39"
"CD86","TLR1"
"CD86","TLR1"
"CD86","TLR4"
"CD86","TLR4"
"CD86","TLR7"
"CD86","TLR7"
"CD86","TLR9"
"CD86","TLR9"
"CD86","TNFRSF4"
"CD86","TNFRSF4"
"CD86","VAV1"
"CD86","VAV1"
"CD8A","B2M"
"CD8A","B2M"
"CD8A","B3GAT1"
"CD8A","B3GAT1"
"CD8A","CCL3"
"CD8A","CCL3"
"CD8A","CCL4"
"CD8A","CCL4"
"CD8A","CCL5"
"CD8A","CCL5"
"CD8A","CD19"
"CD8A","CD19"
"CD8A","CD3G"
"CD8A","CD3G"
"CD8A","CD44"
"CD8A","CD44"
"CD8A","CD48"
"CD8A","CD48"
"CD8A","CXCR4"
"CD8A","CXCR4"
"CD8A","CXCR6"
"CD8A","CXCR6"
"CD8A","HLA-B"
"CD8A","HLA-B"
"CD8A","HLA-G"
"CD8A","HLA-G"
"CD8A","IDO1"
"CD8A","IDO1"
"CD8A","IL10"
"CD8A","IL10"
"CD8A","ITGAM"
"CD8A","ITGAM"
"CD8A","ITGAX"
"CD8A","ITGAX"
"CD8A","ITK"
"CD8A","ITK"
"CD8A","KLRC1"
"CD8A","KLRC1"
"CD8A","PRF1"
"CD8A","PRF1"
"CD8A","PTPRC"
"CD8A","PTPRC"
"CD8A","TAPBP"
"CD8A","TAPBP"
"CD8A","TIGIT"
"CD8A","TIGIT"
"CD8A","TNFRSF9"
"CD8A","TNFRSF9"
"CD8A","VAV1"
"CD8A","VAV1"
"CD8B","B2M"
"CD8B","B2M"
"CD8B","CD247"
"CD8B","CD247"
"CD8B","CD3E"
"CD8B","CD3E"
"CD8B","CD3G"
"CD8B","CD3G"
"CD8B","CD86"
"CD8B","CD86"
"CD8B","CD8A"
"CD8B","CD8A"
"CD8B","FYN"
"CD8B","FYN"
"CD8B","GRAP2"
"CD8B","GRAP2"
"CD8B","HLA-A"
"CD8B","HLA-A"
"CD8B","IL2RA"
"CD8B","IL2RA"
"CD8B","IL2RG"
"CD8B","IL2RG"
"CD8B","LCK"
"CD8B","LCK"
"CD8B","VAV1"
"CD8B","VAV1"
"CD93","C1QA"
"CD93","C1QA"
"CD93","MSN"
"CD93","MSN"
"CD93","PTPRC"
"CD93","PTPRC"
"CD93","SPN"
"CD93","SPN"
"CD96","TIGIT"
"CD96","TIGIT"
"CD99","CD99L2"
"CD99","CD99L2"
"CD99","ENO2"
"CD99","ENO2"
"CDC20","CCT4"
"CDC20","CCT4"
"CDC20","CDC23"
"CDC20","CDC23"
"CDC20","CDC27"
"CDC20","CDC27"
"CDC20","CDC45"
"CDC20","CDC45"
"CDC20","CDCA8"
"CDC20","CDCA8"
"CDC20","CDK1"
"CDC20","CDK1"
"CDC20","CDK3"
"CDC20","CDK3"
"CDC20","CHEK1"
"CDC20","CHEK1"
"CDC20","CKAP2"
"CDC20","CKAP2"
"CDC20","DEPDC1"
"CDC20","DEPDC1"
"CDC20","ECT2"
"CDC20","ECT2"
"CDC20","FAM83D"
"CDC20","FAM83D"
"CDC20","GTSE1"
"CDC20","GTSE1"
"CDC20","HJURP"
"CDC20","HJURP"
"CDC20","HMMR"
"CDC20","HMMR"
"CDC20","INCENP"
"CDC20","INCENP"
"CDC20","KIF18B"
"CDC20","KIF18B"
"CDC20","KIF20A"
"CDC20","KIF20A"
"CDC20","KIF4A"
"CDC20","KIF4A"
"CDC20","KIF4B"
"CDC20","KIF4B"
"CDC20","KIFC1"
"CDC20","KIFC1"
"CDC20","MCM10"
"CDC20","MCM10"
"CDC20","NUSAP1"
"CDC20","NUSAP1"
"CDC20","PBK"
"CDC20","PBK"
"CDC20","PCNA"
"CDC20","PCNA"
"CDC20","PRC1"
"CDC20","PRC1"
"CDC20","PTTG1"
"CDC20","PTTG1"
"CDC20","RACGAP1"
"CDC20","RACGAP1"
"CDC20","RAD51"
"CDC20","RAD51"
"CDC20","RFC3"
"CDC20","RFC3"
"CDC20","SPC24"
"CDC20","SPC24"
"CDC20","TEN1-CDK3"
"CDC20","TEN1-CDK3"
"CDC20","TOP2A"
"CDC20","TOP2A"
"CDC20","UBC"
"CDC20","UBC"
"CDC20","UHRF1"
"CDC20","UHRF1"
"CDC20","WEE1"
"CDC20","WEE1"
"CDC20","ZWINT"
"CDC20","ZWINT"
"CDC23","CDC27"
"CDC23","CDC27"
"CDC23","CDK1"
"CDC23","CDK1"
"CDC23","CDKN1A"
"CDC23","CDKN1A"
"CDC23","COMMD3-BMI1"
"CDC23","COMMD3-BMI1"
"CDC23","PHC3"
"CDC23","PHC3"
"CDC25C","ASPM"
"CDC25C","ASPM"
"CDC25C","BRSK2"
"CDC25C","BRSK2"
"CDC25C","CAMK2A"
"CDC25C","CAMK2A"
"CDC25C","CAMK2B"
"CDC25C","CAMK2B"
"CDC25C","CDC20"
"CDC25C","CDC20"
"CDC25C","CDC45"
"CDC25C","CDC45"
"CDC25C","CDCA2"
"CDC25C","CDCA2"
"CDC25C","CDCA8"
"CDC25C","CDCA8"
"CDC25C","CDK1"
"CDC25C","CDK1"
"CDC25C","CDKN3"
"CDC25C","CDKN3"
"CDC25C","CENPA"
"CDC25C","CENPA"
"CDC25C","CENPF"
"CDC25C","CENPF"
"CDC25C","CEP55"
"CDC25C","CEP55"
"CDC25C","CHEK1"
"CDC25C","CHEK1"
"CDC25C","EXO1"
"CDC25C","EXO1"
"CDC25C","GTSE1"
"CDC25C","GTSE1"
"CDC25C","HJURP"
"CDC25C","HJURP"
"CDC25C","HMMR"
"CDC25C","HMMR"
"CDC25C","KIF14"
"CDC25C","KIF14"
"CDC25C","KIF15"
"CDC25C","KIF15"
"CDC25C","KIF20A"
"CDC25C","KIF20A"
"CDC25C","KIF2C"
"CDC25C","KIF2C"
"CDC25C","KIF4A"
"CDC25C","KIF4A"
"CDC25C","MCM10"
"CDC25C","MCM10"
"CDC25C","MKI67"
"CDC25C","MKI67"
"CDC25C","NEK2"
"CDC25C","NEK2"
"CDC25C","NUSAP1"
"CDC25C","NUSAP1"
"CDC25C","PBK"
"CDC25C","PBK"
"CDC25C","PKN1"
"CDC25C","PKN1"
"CDC25C","PPP1CC"
"CDC25C","PPP1CC"
"CDC25C","PRKACB"
"CDC25C","PRKACB"
"CDC25C","PRKAR1A"
"CDC25C","PRKAR1A"
"CDC25C","PTTG1"
"CDC25C","PTTG1"
"CDC25C","RAC1"
"CDC25C","RAC1"
"CDC25C","RBL1"
"CDC25C","RBL1"
"CDC25C","SFN"
"CDC25C","SFN"
"CDC25C","SPAG5"
"CDC25C","SPAG5"
"CDC25C","TOP2A"
"CDC25C","TOP2A"
"CDC25C","TTK"
"CDC25C","TTK"
"CDC25C","UBE2C"
"CDC25C","UBE2C"
"CDC25C","WEE1"
"CDC25C","WEE1"
"CDC25C","WEE2"
"CDC25C","WEE2"
"CDC25C","YWHAQ"
"CDC25C","YWHAQ"
"CDC25C","YWHAZ"
"CDC25C","YWHAZ"
"CDC27","COMMD3-BMI1"
"CDC27","COMMD3-BMI1"
"CDC42","ACTG1"
"CDC42","ACTG1"
"CDC42","BDNF"
"CDC42","BDNF"
"CDC42","BTK"
"CDC42","BTK"
"CDC42","CD44"
"CDC42","CD44"
"CDC42","CDC42SE2"
"CDC42","CDC42SE2"
"CDC42","CSNK1A1"
"CDC42","CSNK1A1"
"CDC42","CTNNA2"
"CDC42","CTNNA2"
"CDC42","CYFIP1"
"CDC42","CYFIP1"
"CDC42","DIAPH3"
"CDC42","DIAPH3"
"CDC42","DOCK4"
"CDC42","DOCK4"
"CDC42","DOCK8"
"CDC42","DOCK8"
"CDC42","EXOC5"
"CDC42","EXOC5"
"CDC42","FMN1"
"CDC42","FMN1"
"CDC42","GNB1"
"CDC42","GNB1"
"CDC42","LAMA2"
"CDC42","LAMA2"
"CDC42","MAP3K9"
"CDC42","MAP3K9"
"CDC42","MAPK4"
"CDC42","MAPK4"
"CDC42","MAPK9"
"CDC42","MAPK9"
"CDC42","MCF2"
"CDC42","MCF2"
"CDC42","MYH14"
"CDC42","MYH14"
"CDC42","NCK1"
"CDC42","NCK1"
"CDC42","NTRK1"
"CDC42","NTRK1"
"CDC42","PAK6"
"CDC42","PAK6"
"CDC42","PIK3R1"
"CDC42","PIK3R1"
"CDC42","PPP1R12A"
"CDC42","PPP1R12A"
"CDC42","RACGAP1"
"CDC42","RACGAP1"
"CDC42","RDX"
"CDC42","RDX"
"CDC42","ROBO1"
"CDC42","ROBO1"
"CDC42","SEPT2"
"CDC42","SEPT2"
"CDC42","VAV1"
"CDC42","VAV1"
"CDC42","WASF2"
"CDC42","WASF2"
"CDC42","YES1"
"CDC42","YES1"
"CDC45","CDKN2A"
"CDC45","CDKN2A"
"CDC45","FAM83D"
"CDC45","FAM83D"
"CDC45","GTSE1"
"CDC45","GTSE1"
"CDC45","HJURP"
"CDC45","HJURP"
"CDC45","MCM10"
"CDC45","MCM10"
"CDC45","MRC1"
"CDC45","MRC1"
"CDC45","NUSAP1"
"CDC45","NUSAP1"
"CDC45","PBK"
"CDC45","PBK"
"CDC45","PRIM2"
"CDC45","PRIM2"
"CDC45","RFC5"
"CDC45","RFC5"
"CDC45","TOP2A"
"CDC45","TOP2A"
"CDC5L","C10orf11"
"CDC5L","C10orf11"
"CDC5L","CDKN2A"
"CDC5L","CDKN2A"
"CDC5L","CRNKL1"
"CDC5L","CRNKL1"
"CDC5L","DDX3X"
"CDC5L","DDX3X"
"CDC5L","DQX1"
"CDC5L","DQX1"
"CDC5L","NWD1"
"CDC5L","NWD1"
"CDC5L","PRPF40B"
"CDC5L","PRPF40B"
"CDC5L","PRPF8"
"CDC5L","PRPF8"
"CDC5L","RNPC3"
"CDC5L","RNPC3"
"CDC5L","SEPT7"
"CDC5L","SEPT7"
"CDC5L","SF3A3"
"CDC5L","SF3A3"
"CDC6","ASF1B"
"CDC6","ASF1B"
"CDC6","ASPM"
"CDC6","ASPM"
"CDC6","ATM"
"CDC6","ATM"
"CDC6","AURKB"
"CDC6","AURKB"
"CDC6","BIRC5"
"CDC6","BIRC5"
"CDC6","BUB1"
"CDC6","BUB1"
"CDC6","BUB1B"
"CDC6","BUB1B"
"CDC6","CCNB1"
"CDC6","CCNB1"
"CDC6","CCNB2"
"CDC6","CCNB2"
"CDC6","CDC20"
"CDC6","CDC20"
"CDC6","CDC23"
"CDC6","CDC23"
"CDC6","CDC25C"
"CDC6","CDC25C"
"CDC6","CDC27"
"CDC6","CDC27"
"CDC6","CDC45"
"CDC6","CDC45"
"CDC6","CDCA5"
"CDC6","CDCA5"
"CDC6","CDCA7"
"CDC6","CDCA7"
"CDC6","CDCA8"
"CDC6","CDCA8"
"CDC6","CDK1"
"CDC6","CDK1"
"CDC6","CDK3"
"CDC6","CDK3"
"CDC6","CDK6"
"CDC6","CDK6"
"CDC6","CDKN1A"
"CDC6","CDKN1A"
"CDC6","CDKN1B"
"CDC6","CDKN1B"
"CDC6","CDKN2A"
"CDC6","CDKN2A"
"CDC6","CDKN3"
"CDC6","CDKN3"
"CDC6","CDT1"
"CDC6","CDT1"
"CDC6","CENPA"
"CDC6","CENPA"
"CDC6","CENPF"
"CDC6","CENPF"
"CDC6","CENPU"
"CDC6","CENPU"
"CDC6","CEP55"
"CDC6","CEP55"
"CDC6","CHAF1A"
"CDC6","CHAF1A"
"CDC6","CHEK1"
"CDC6","CHEK1"
"CDC6","CHTF18"
"CDC6","CHTF18"
"CDC6","CLSPN"
"CDC6","CLSPN"
"CDC6","DHFR"
"CDC6","DHFR"
"CDC6","DLGAP5"
"CDC6","DLGAP5"
"CDC6","DSCC1"
"CDC6","DSCC1"
"CDC6","DTL"
"CDC6","DTL"
"CDC6","ESCO2"
"CDC6","ESCO2"
"CDC6","EXO1"
"CDC6","EXO1"
