"","logFC","AveExpr","t","P.Value","adj.P.Val","B","change"
"RP11-570L14.2",4.12555572074581,2.44705961511503,19.2187910747464,1.01362408141442e-54,1.20021843415271e-53,113.702064761187,"UP"
"GJD2",7.07375532736084,0.607485412532768,19.2034157684011,1.16019136139252e-54,1.36758788811421e-53,113.658529365993,"UP"
"RP11-996F15.6",1.48850035250933,-0.186908539413062,19.2051911357211,1.14223864513067e-54,1.34777303265118e-53,113.657512464686,"UP"
"RP11-347C12.1",-2.60639197055812,0.234317604513604,-19.2052198528694,1.1419505500813e-54,1.34777303265118e-53,113.611450094354,"DOWN"
"KIAA1841",1.47339255980079,2.67971791747182,19.2132163084481,1.06449264581356e-54,1.2591869627284e-53,113.600747565694,"UP"
"CR392000.1",-2.95763266932837,-4.78618891526528,-19.1871662710088,1.33820264435729e-54,1.5734888221563e-53,113.578667266532,"DOWN"
"RP11-117L5.3",3.09578604666275,-3.88828042971993,19.1848655732724,1.36552450203446e-54,1.60481447082644e-53,113.559572403612,"UP"
"PRRT4",4.96242361245005,1.75984696835066,19.1976941649807,1.21999244085123e-54,1.4373607243935e-53,113.558978927303,"UP"
"ZNF821",1.83893472064164,2.6591361419793,19.2060561399589,1.13359259528695e-54,1.33958159043253e-53,113.54380310094,"UP"
"TMEM144",-2.99347841849764,2.71208029692248,-19.2043630063323,1.15057793193184e-54,1.35693408402381e-53,113.491894593659,"DOWN"
"DLGAP1-AS1",-2.49060259312287,2.14385040133336,-19.1961804770346,1.23632272765633e-54,1.45587339876335e-53,113.443462384797,"DOWN"
"RARRES2",-5.72340844567197,6.20581332838529,-19.1956117780493,1.24251445038396e-54,1.46243454796439e-53,113.437139232928,"DOWN"
"CTB-171A8.1",-3.10414662223513,-2.30482460227982,-19.1678597426878,1.58556143561072e-54,1.86062873541045e-53,113.36850106223,"DOWN"
"AUTS2",1.86784323940369,4.89698314993362,19.1904716774258,1.2999039967931e-54,1.52921873178847e-53,113.335067070082,"UP"
"RP11-395L14.18",1.72299140961793,1.53952483371571,19.1696229683161,1.56118894517749e-54,1.83293995270789e-53,113.274292606434,"UP"
"TLN2",2.35293718122458,5.17244887410343,19.1729670457215,1.51598972605781e-54,1.7807594456437e-53,113.186868596218,"UP"
"RP11-171I2.4",-2.53908733788351,-2.40681754793046,-19.1392164018096,2.03929436520392e-54,2.39069762386009e-53,113.123751638759,"DOWN"
"CTD-2600H12.2",-1.8403766696515,-1.2475216502036,-19.129133726217,2.22821322028022e-54,2.6108725895057e-53,113.006682621954,"DOWN"
"AC139100.3",3.51713321864864,-1.27229250710144,19.1183363518353,2.44998239207749e-54,2.86503394555934e-53,112.936604690355,"UP"
