"","logFC","AveExpr","t","P.Value","adj.P.Val","B","change"
"PEAR1",-1.39889872420512,2.08937595699561,-13.0333915493164,6.03938904499718e-32,5.01997595055425e-31,61.3651354278682,"DOWN"
"DLGAP5",3.8467170332433,-0.124621584816197,12.9955911912889,8.43292704707966e-32,6.95310910391077e-31,61.363876466496,"UP"
"ATIC",0.997140685499689,5.35048690841193,13.0573087631508,4.88859402186332e-32,4.08069500274023e-31,61.3336869267495,"NOT"
"STAT1",1.36949501752235,6.59218166800329,13.0543528158695,5.01803612281525e-32,4.18430015999731e-31,61.2885340626945,"UP"
"ERAL1",0.66640528653561,5.1539030511811,13.0485256679498,5.28330256889313e-32,4.39616277643903e-31,61.2539028299888,"NOT"
"MMP27",-1.72889743524339,-5.94178813582278,-12.9758634694315,1.00366411994245e-31,8.25231053345081e-31,61.2257319772028,"DOWN"
"RP11-727F15.13",-1.94687859557506,-4.3290152367026,-12.9707438350867,1.05003538343034e-31,8.62756503785412e-31,61.1918219682112,"DOWN"
"EDRF1",-0.788346463303224,2.52161763279282,-13.0170240640329,6.97893023471126e-32,5.77648604012811e-31,61.1868021055456,"NOT"
"RP11-273B20.1",-1.33771252410454,0.762198817430131,-12.9922413352865,8.6860039256954e-32,7.15676933031869e-31,61.1681591867957,"DOWN"
"FAM73B",-0.799020670305711,4.00509260662141,-13.0349068999703,5.95906104853005e-32,4.95495400694882e-31,61.1606736499227,"NOT"
"RP5-894A10.2",-1.32796759060866,0.937151037682122,-12.993322075202,8.60353888622362e-32,7.09130147429893e-31,61.1585596043001,"DOWN"
"AP001062.8",-2.37599491909841,-3.20716890989614,-12.9670338840343,1.08496746065601e-31,8.90837267504149e-31,61.1489661229191,"DOWN"
"SAMHD1",1.22603463988274,5.07141536694123,13.030012712395,6.22240829992108e-32,5.16845774679492e-31,61.1226482997033,"UP"
"MAD2L1",2.54927157566218,1.32196168698576,12.9774082136853,9.9007774205777e-32,8.1462836347392e-31,61.1173863175304,"UP"
"CDC123",0.732320567620309,4.79174089182805,13.0298798032212,6.22971946239099e-32,5.17270788611986e-31,61.1163038968748,"NOT"
"PPP1R12B",-0.954019996770749,4.13068559611547,-13.0272343287208,6.37703874201676e-32,5.28944174051939e-31,61.0788792102358,"NOT"
"COL6A6",-2.98767690809063,-2.19797842202612,-12.9636229852435,1.1181050358282e-31,9.17725975263862e-31,61.0778946291149,"DOWN"
"FYTTD1P1",-2.96706544289338,-2.3206555809345,-12.9602708690229,1.15165441318302e-31,9.4493384900673e-31,61.0535966336254,"DOWN"
"MAGOH",0.780617035937806,3.94437685975153,13.0121788043391,7.28405430540926e-32,6.01847220965344e-31,61.0506862363912,"NOT"
"FP325317.1",-2.64491542968488,-3.28559421403324,-12.9525791680382,1.23247841689263e-31,1.00984406400452e-30,61.0198565027534,"DOWN"
"CYP2D7",-2.83627581502536,4.44652728265229,-13.0214226619048,6.7129856128971e-32,5.56417756163233e-31,61.0119751420574,"DOWN"
"TMEM184A",-1.61274926383151,4.62658764547478,-13.0198354838047,6.80776250403459e-32,5.64075168743787e-31,60.982951657848,"DOWN"
"ATP6V1G1",0.749383661261133,5.57214207259713,13.0189243677467,6.86277051306028e-32,5.68433202053303e-31,60.9788734562797,"NOT"
"COA3",1.00301196738862,5.64167273131921,13.0163918276459,7.01800986790048e-32,5.80679349301573e-31,60.9610698818764,"UP"
"UBE2L3",0.630774487292705,5.86539408474157,13.0171421649429,6.97165429898493e-32,5.77249057920519e-31,60.9547945784784,"NOT"
"PRSS50",-2.58055844512727,-1.30179491613415,-12.9525020944119,1.23331627822372e-31,1.01017945193078e-30,60.9456785065679,"DOWN"
"MKRN1",0.517541768928241,5.50450978950134,13.0149725985819,7.10653133704216e-32,5.87797414765245e-31,60.9406135275521,"NOT"
"UBE2E1",0.677499976037823,4.47626165580333,13.0068523887891,7.63484630357674e-32,6.30389603902678e-31,60.9383955514967,"NOT"
"RP11-158H5.8",-2.36288009577443,-3.17995635206608,-12.9381125204484,1.40012392392735e-31,1.14561337239637e-30,60.8955967828449,"DOWN"
"RPL36AL",0.856161126534854,6.50481890435116,13.0082000386144,7.54453101183879e-32,6.23150769243433e-31,60.8774349403861,"NOT"
"C1QTNF4",-2.21275436247131,-3.37933897828299,-12.9343860680641,1.44687220253152e-31,1.183453103063e-30,60.8684632909048,"DOWN"
"DDOST",0.857689322050105,6.99185620861302,13.0048071185766,7.77397752738589e-32,6.41203541823189e-31,60.8551004514552,"NOT"
"RBM44",-1.6750119569282,-2.46591250766631,-12.9300386529364,1.50338058877831e-31,1.22839482215845e-30,60.8180569682304,"DOWN"
"MYH9",0.82086631208422,8.69329953364696,12.9911337963976,8.77133152605208e-32,7.22202577937918e-31,60.7955755276406,"NOT"
"DPY19L2P1",-2.20554455403411,-4.76176418450854,-12.9244690347771,1.5790017312571e-31,1.2879518273676e-30,60.7853759368472,"DOWN"
"RP11-427L15.2",-1.88986767903332,-3.75314110846659,-12.9224348151326,1.60755676359563e-31,1.31078988544586e-30,60.7697345810971,"DOWN"
"ZNF513",-0.758390184566768,4.15532864829982,-12.9914183841971,8.74932670470744e-32,7.20642482215473e-31,60.7669089949079,"NOT"
"BLK",-2.5620250853762,-1.58114386794559,-12.9298154943047,1.50633988905655e-31,1.23038635498025e-30,60.7639801524251,"DOWN"
"DYNC1H1",0.773933265682061,6.78833139058354,12.990344310269,8.83266524673189e-32,7.26998665716518e-31,60.7239638377293,"NOT"
"PCDHGB8P",-2.04637809201312,-4.56832069393368,-12.9169101213106,1.68773324023347e-31,1.3742637537832e-30,60.7200670379389,"DOWN"
"COX4I2",2.64317949160789,-1.15249264473902,12.914391281329,1.72559890523504e-31,1.40315774381185e-30,60.6717552174097,"UP"
"SCN7A",-3.07272504076639,-1.26736914525826,-12.9198427543754,1.64468954929932e-31,1.34014057191956e-30,60.6473759346869,"DOWN"
"CHRNE",-1.52274165269613,0.750621007579383,-12.9288867575304,1.51871834952428e-31,1.23920898765441e-30,60.6063687154904,"DOWN"
"RHOT2",-0.705381432530211,5.60920754241127,-12.9773344408952,9.90722401173317e-32,8.14874360183482e-31,60.5970939309863,"NOT"
"XPR1",1.1670395939366,3.80584465297106,12.9544318993494,1.21250742422718e-31,9.94171739523729e-31,60.5885627178272,"UP"
"PPP1R3C",-2.07330385427895,5.04920440103043,-12.9753581034962,1.00814915797818e-31,8.28629710635275e-31,60.587634501627,"DOWN"
"RP11-496H1.1",-2.40804606805304,-1.97929061104698,-12.9028123474934,1.91085525066591e-31,1.55165659055968e-30,60.5486431424413,"DOWN"
"ARPC2",0.698887539611584,6.23571531702084,12.9685936538871,1.07014203172059e-31,8.789706659843e-31,60.5268847084165,"NOT"
"APOO",1.0776214053438,2.75136862479294,12.9317404759633,1.48100258899896e-31,1.21094949810866e-30,60.5185165551882,"UP"
"FAM205A",-1.68153210459396,-5.8833095563487,-12.8932147625275,2.07934675804221e-31,1.68267906376001e-30,60.5032157960915,"DOWN"
"LINC00472",-1.85769611956108,-2.79212983375697,-12.8926405251261,2.08988496824666e-31,1.69062657366089e-30,60.4973277654009,"DOWN"
"NEK2",4.06833045029454,0.0758585003774778,12.895402939609,2.03967336783939e-31,1.65341197730667e-30,60.4828753358451,"UP"
"LCMT1",1.00559380126264,3.04071239406933,12.9305567834339,1.49653200770383e-31,1.22322292016652e-30,60.4665975161033,"UP"
"RP11-837J7.4",-2.44479634082335,-2.92353812179111,-12.8873978425214,2.18859292201174e-31,1.76865618617013e-30,60.4449087668495,"DOWN"
"GNAO1",-2.89720678926153,2.73765125677209,-12.9404607022731,1.37144263187487e-31,1.12253531809675e-30,60.4232983592517,"DOWN"
"FAM134C",0.708863963785655,5.83476781809413,12.9548350680414,1.2082045078571e-31,9.90988339029766e-31,60.4085823759767,"NOT"
"MT-ATP6",-1.62866553198895,12.9357892894914,-12.9161827304614,1.69858220776419e-31,1.38262010993181e-30,60.403688664412,"DOWN"
"NUB1",0.61660442767877,5.42749823792276,12.9529424724902,1.22853659865762e-31,1.00696429903185e-30,60.3999772088427,"NOT"
"CLP1",0.708945504214246,2.76343984804141,12.9204651946893,1.63569544648914e-31,1.33327277870292e-30,60.3942455864904,"NOT"
"HELB",-1.06670458102479,1.69231439586051,-12.9149087398902,1.71775145224667e-31,1.39725862608042e-30,60.3908586275701,"DOWN"
"SNUPN",0.702248308405845,3.51949163788284,12.9291929650252,1.51462596582347e-31,1.23629771095418e-30,60.3707817976725,"NOT"
"TNFRSF14",-0.962073340150075,5.69101396876778,-12.9487116495453,1.27523028740794e-31,1.04414739718886e-30,60.3467235020163,"NOT"
"AC053503.12",-1.32926429730734,-6.26961003477651,-12.8750404134043,2.44003395106161e-31,1.96915167163216e-30,60.3393011204913,"DOWN"
"DNAJC27",-0.874259482244842,1.18741268923229,-12.8966287750932,2.01777873724749e-31,1.63678933837354e-30,60.2999985615076,"NOT"
