"cause","effect"
"CD70","CD276"
"CD70","CD40LG"
"CD70","CD8A"
"CD70","TNF"
"CD70","TNFRSF4"
"CD70","TNFSF4"
"CD72","BTK"
"CD72","LYN"
"CD72","PLCG2"
"CD72","PTPN6"
"CD74","C1QA"
"CD74","CD44"
"CD74","CTSB"
"CD74","CTSC"
"CD74","CTSD"
"CD74","CTSE"
"CD74","CTSK"
"CD74","CTSS"
"CD74","CXCR2"
"CD74","CXCR4"
"CD74","HLA-DMA"
"CD74","HLA-DMB"
"CD74","HLA-DOA"
"CD74","HLA-DOB"
"CD74","HLA-DPA1"
"CD74","HLA-DPB1"
"CD74","HLA-DQA1"
"CD74","HLA-DQA2"
"CD74","HLA-DQB1"
"CD74","HLA-DQB2"
"CD74","HLA-DRA"
"CD74","HLA-DRB1"
"CD74","HLA-DRB5"
"CD74","ITGB2"
"CD74","LGMN"
"CD74","MIF"
"CD74","ROS1"
"CD74","TNF"
"CD79A","BLNK"
"CD79A","BTK"
"CD79A","CARD11"
"CD79A","CD2"
"CD79A","CD5"
"CD79A","CD7"
"CD79A","CD72"
"CD79A","CD79B"
"CD79A","CD8A"
"CD79A","CR2"
"CD79A","CXCL9"
"CD79A","DAPP1"
"CD79A","ENG"
"CD79A","FCGR2B"
"CD79A","FCRLA"
"CD79A","IGLL5"
"CD79A","INPP5D"
"CD79A","LCK"
"CD79A","LYN"
"CD79A","NCK1"
"CD79A","NT5E"
"CD79A","PLCG1"
"CD79A","PLCG2"
"CD79A","PTPN6"
"CD79A","PTPRC"
"CD79A","SDC1"
"CD79A","SH3BP5"
"CD79A","SPN"
"CD79A","TNFRSF8"
"CD79A","VAV1"
"CD79A","VAV2"
"CD79A","VPREB3"
"CD79B","BTK"
"CD79B","CARD11"
"CD79B","CD72"
"CD79B","DAPP1"
"CD79B","IGLL5"
"CD79B","INPP5D"
"CD79B","LYN"
"CD79B","PIK3R1"
"CD79B","PLCG2"
"CD79B","PTPN6"
"CD79B","PTPRC"
"CD79B","VAV1"
"CD80","CCL3"
"CD80","CCL4"
"CD80","CD1A"
"CD80","CD1B"
"CD80","CD1C"
"CD80","CD1E"
"CD80","CD2"
"CD80","CD27"
"CD80","CD28"
"CD80","CD3D"
"CD80","CD3E"
"CD80","CD3G"
"CD80","CD40LG"
"CD80","CD44"
"CD80","CD58"
"CD80","CD86"
"CD80","CD8A"
"CD80","CD8B"
"CD80","CDC42"
"CD80","CSF2"
"CD80","CTLA4"
"CD80","CXCL10"
"CD80","FCGR2A"
"CD80","FCGR2B"
"CD80","FCGR3A"
"CD80","FCGR3B"
"CD80","GRAP2"
"CD80","HAVCR2"
"CD80","HLA-A"
"CD80","HLA-DRA"
"CD80","HLA-DRB1"
"CD80","ICAM1"
"CD80","IL10"
"CD80","IL1R2"
"CD80","IL6"
"CD80","ITGA10"
"CD80","ITGA4"
"CD80","ITGA8"
"CD80","ITGAL"
"CD80","ITGAM"
"CD80","ITGAX"
"CD80","ITGB2"
"CD80","ITGB5"
"CD80","ITGB6"
"CD80","ITGB7"
"CD80","JAM2"
"CD80","JAM3"
"CD80","LCK"
"CD80","LYN"
"CD80","PDCD1"
"CD80","PIK3R1"
"CD80","PTPRC"
"CD80","TLR7"
"CD80","TLR9"
"CD80","TMIGD2"
"CD80","TNF"
"CD80","TNFRSF4"
"CD80","TNFRSF9"
"CD80","TNFSF4"
"CD82","ACKR1"
"CD82","CDH1"
"CD82","EGFR"
"CD82","MET"
"CD82","TPMT"
"CD82","VANGL1"
"CD84","CD48"
"CD84","SH2D1A"
"CD84","SH2D1B"
"CD86","ARG1"
"CD86","CCL3"
"CD86","CCL4"
"CD86","CD1B"
"CD86","CD1C"
"CD86","CD1E"
"CD86","CD3E"
"CD86","CD3G"
"CD86","CD40LG"
"CD86","CD44"
"CD86","CD8A"
"CD86","CDC42"
"CD86","FCGR1A"
"CD86","FCGR2B"
"CD86","FCGR3A"
"CD86","FCGR3B"
"CD86","GRAP2"
"CD86","HLA-A"
"CD86","HLA-DRA"
"CD86","HLA-DRB1"
"CD86","IL10"
"CD86","IL6"
"CD86","ITGAL"
"CD86","ITGAM"
"CD86","ITGAX"
"CD86","LCK"
"CD86","LILRB2"
"CD86","LY86"
"CD86","LYN"
"CD86","PDCD1"
"CD86","PIK3R1"
"CD86","PTPRC"
"CD86","TLR7"
"CD86","TLR9"
"CD86","TNF"
"CD86","TNFRSF4"
"CD86","VAV1"
"CD8A","CCL3"
"CD8A","CCL4"
"CD8A","CCL5"
"CD8A","CD3G"
"CD8A","CD44"
"CD8A","CD48"
"CD8A","CXCR4"
"CD8A","FCGR3B"
"CD8A","HLA-B"
"CD8A","HLA-G"
"CD8A","IDO1"
"CD8A","IL10"
"CD8A","ITGAM"
"CD8A","ITGAX"
"CD8A","KLRC1"
"CD8A","MYD88"
"CD8A","PRF1"
"CD8A","PTPN6"
"CD8A","PTPRC"
"CD8A","TAPBP"
"CD8A","TIGIT"
"CD8A","TNF"
"CD8A","TNFRSF9"
"CD8A","VAV1"
"CD8B","CD3E"
"CD8B","CD3G"
"CD8B","CD86"
"CD8B","CD8A"
"CD8B","GRAP2"
"CD8B","HLA-A"
"CD8B","IL2RA"
"CD8B","IL2RG"
"CD8B","LCK"
"CD8B","PTPN6"
"CD8B","VAV1"
"CD9","ANXA11"
"CD9","CD44"
"CD9","ITGA6"
"CD9","ITGAM"
"CD9","IZUMO4"
"CD9","MME"
"CD9","TSPAN10"
"CD96","TIGIT"
"CDA","APOBEC3A"
"CDA","APOBEC3H"
"CDA","TYMP"
"CDADC1","ARL11"
"CDADC1","SYT14"
"CDADC1","TMEM74"
"CDAN1","CATSPER2"
"CDAN1","STRC"
"CDC123","ADAMTS9"
"CDC123","CAMK1D"
"CDC123","IGF2BP2"
"CDC123","TSPAN8"
"CDC20","ANAPC13"
"CDC20","ANAPC15"
"CDC20","ANAPC4"
"CDC20","CCNB3"
"CDC20","CCNE2"
"CDC20","CCNF"
"CDC20","CDC45"
"CDC20","CDC7"
"CDC20","CDCA3"
"CDC20","CDCA8"
"CDC20","CDK1"
"CDC20","CDK3"
"CDC20","CENPN"
"CDC20","CHEK1"
"CDC20","CKAP2"
"CDC20","CKS2"
"CDC20","DEPDC1"
"CDC20","ECT2"
"CDC20","EPHB2"
"CDC20","FAM83D"
"CDC20","FBXO43"
"CDC20","GTSE1"
"CDC20","HJURP"
"CDC20","HMMR"
"CDC20","INCENP"
"CDC20","KIF18B"
"CDC20","KIF20A"
"CDC20","KIF4A"
"CDC20","KIFC1"
"CDC20","KPNA2"
"CDC20","MAD2L1BP"
"CDC20","MCM10"
"CDC20","MCM3"
"CDC20","NCAPD3"
"CDC20","NUSAP1"
"CDC20","PBK"
"CDC20","PCNA"
"CDC20","PRC1"
"CDC20","PTTG1"
"CDC20","RACGAP1"
"CDC20","RAD51"
"CDC20","RAE1"
"CDC20","RFC3"
"CDC20","RFC4"
"CDC20","SLBP"
"CDC20","SPATC1"
"CDC20","SPC24"
"CDC20","TEN1-CDK3"
"CDC20","TOP2A"
"CDC20","UBE2D1"
"CDC20","UHRF1"
"CDC20","ZWINT"
"CDC20B","ANAPC4"
"CDC25A","AURKB"
"CDC25A","BOLL"
"CDC25A","CCNB3"
"CDC25A","CCNE2"
"CDC25A","CDC20"
"CDC25A","CDC20B"
"CDC25A","CDC25C"
"CDC25A","CDC45"
"CDC25A","CDK1"
"CDC25A","CDK5"
"CDC25A","CDKN1A"
"CDC25A","CDKN3"
"CDC25A","CEP55"
"CDC25A","CHEK1"
"CDC25A","CKS1B"
"CDC25A","CLSPN"
"CDC25A","DDX58"
"CDC25A","DTL"
"CDC25A","EXO1"
"CDC25A","KIF2C"
"CDC25A","LIN9"
"CDC25A","MAP3K5"
"CDC25A","MCM10"
"CDC25A","ORC1"
"CDC25A","PIM1"
"CDC25A","PSMB10"
"CDC25A","PSMB2"
"CDC25A","PSMB3"
"CDC25A","PSMB5"
"CDC25A","PSMB8"
"CDC25A","PSMB9"
"CDC25A","PSMD1"
"CDC25A","PSMD14"
"CDC25A","PSMD2"
"CDC25A","PSME1"
"CDC25A","PSMF1"
"CDC25A","RAD54L"
"CDC25A","RRM2"
"CDC25A","WEE2"
"CDC25A","YWHAB"
"CDC25A","YWHAZ"
"CDC25C","ASPM"
"CDC25C","BRSK2"
"CDC25C","CAMK2A"
"CDC25C","CAMK2B"
"CDC25C","CAMK2D"
"CDC25C","CCNE2"
"CDC25C","CDC20"
"CDC25C","CDC45"
"CDC25C","CDCA2"
"CDC25C","CDCA8"
"CDC25C","CDK1"
"CDC25C","CDK5"
"CDC25C","CDKN3"
"CDC25C","CENPA"
"CDC25C","CENPF"
"CDC25C","CEP55"
"CDC25C","CHEK1"
"CDC25C","CKS2"
"CDC25C","EXO1"
"CDC25C","GTSE1"
"CDC25C","HJURP"
"CDC25C","HMMR"
"CDC25C","KIF14"
"CDC25C","KIF15"
"CDC25C","KIF20A"
"CDC25C","KIF2C"
"CDC25C","KIF4A"
"CDC25C","MAPK11"
"CDC25C","MCM10"
"CDC25C","MKI67"
"CDC25C","NEK2"
"CDC25C","NUSAP1"
"CDC25C","PBK"
"CDC25C","PKN1"
"CDC25C","PLK5"
"CDC25C","PPP1CA"
"CDC25C","PTTG1"
"CDC25C","RAC1"
"CDC25C","RAD54L"
"CDC25C","SFN"
"CDC25C","SPAG5"
"CDC25C","TOP2A"
"CDC25C","TTK"
"CDC25C","UBE2C"
"CDC25C","WEE2"
"CDC25C","YWHAB"
"CDC25C","YWHAZ"
"CDC42","ABLIM3"
"CDC42","ARF1"
"CDC42","ARHGAP27"
"CDC42","ARPC1B"
"CDC42","ARPC4"
"CDC42","BTK"
"CDC42","CD44"
"CDC42","CFL1"
"CDC42","CTNNA2"
"CDC42","CXCR4"
"CDC42","CYFIP2"
"CDC42","DAG1"
"CDC42","DIAPH3"
"CDC42","DOCK4"
"CDC42","FMN1"
"CDC42","GNAZ"
"CDC42","LAMA2"
"CDC42","LAMB2"
"CDC42","MAGI1"
"CDC42","MAP2K6"
"CDC42","MAP3K9"
"CDC42","MAPK4"
"CDC42","MCF2"
"CDC42","MYH14"
"CDC42","MYL12B"
"CDC42","MYL6"
"CDC42","NCK1"
"CDC42","PAK4"
"CDC42","PAK6"
"CDC42","PIK3R1"
"CDC42","PPP1R12B"
"CDC42","PRKCA"
"CDC42","RACGAP1"
"CDC42","SPATA13"
"CDC42","VAV1"
"CDC42","VEGFA"
"CDC42","YES1"
"CDC42EP5","CDC42"
"CDC45","CDKN2A"
"CDC45","FAM83D"
"CDC45","GTSE1"
"CDC45","HJURP"
"CDC45","MCM10"
"CDC45","MCM3"
"CDC45","NUSAP1"
"CDC45","PBK"
"CDC45","POLD1"
"CDC45","PRIM2"
"CDC45","RECQL4"
"CDC45","TIMELESS"
"CDC45","TOP2A"
"CDC6","ANAPC11"
"CDC6","ANAPC15"
"CDC6","ANAPC4"
"CDC6","ASF1B"
"CDC6","ASPM"
"CDC6","ATM"
"CDC6","AURKA"
"CDC6","AURKB"
"CDC6","BIRC5"
"CDC6","BUB1"
"CDC6","BUB1B"
"CDC6","CCNA1"
"CDC6","CCNA2"
"CDC6","CCNB1"
"CDC6","CCNB2"
"CDC6","CCNE1"
"CDC6","CCNE2"
"CDC6","CCNF"
"CDC6","CDC20"
"CDC6","CDC25A"
"CDC6","CDC25C"
"CDC6","CDC45"
"CDC6","CDC7"
"CDC6","CDCA3"
"CDC6","CDCA5"
"CDC6","CDCA7"
"CDC6","CDCA8"
"CDC6","CDK1"
"CDC6","CDK3"
"CDC6","CDKN1A"
"CDC6","CDKN2A"
"CDC6","CDKN3"
"CDC6","CDT1"
"CDC6","CENPA"
"CDC6","CENPF"
"CDC6","CENPU"
"CDC6","CEP55"
"CDC6","CHAF1A"
"CDC6","CHEK1"
"CDC6","CKS1B"
"CDC6","CKS2"
"CDC6","CLSPN"
"CDC6","DHFR"
"CDC6","DLGAP5"
"CDC6","DSCC1"
"CDC6","DTL"
"CDC6","ESCO2"
"CDC6","ESPL1"
"CDC6","EXO1"
"CDC6","FANCI"
"CDC6","FBXO5"
"CDC6","FBXW7"
"CDC6","FEN1"
"CDC6","GINS1"
"CDC6","GINS2"
"CDC6","GINS3"
"CDC6","GINS4"
"CDC6","GMNN"
"CDC6","HELLS"
"CDC6","KIF11"
"CDC6","KIF15"
"CDC6","KIF20A"
"CDC6","KIF23"
"CDC6","KIF2C"
"CDC6","KIF4A"
"CDC6","LIN9"
"CDC6","MAD2L1"
"CDC6","MCM10"
"CDC6","MCM2"
"CDC6","MCM3"
"CDC6","MCM4"
"CDC6","MCM6"
"CDC6","MCM8"
"CDC6","MELK"
"CDC6","MKI67"
"CDC6","MND1"
"CDC6","NCAPG"
"CDC6","NCAPH"
"CDC6","NDC80"
"CDC6","NEK2"
"CDC6","NUF2"
"CDC6","NUSAP1"
"CDC6","OIP5"
"CDC6","ORC1"
"CDC6","ORC6"
"CDC6","PBK"
"CDC6","PCNA"
"CDC6","PKMYT1"
"CDC6","PLK1"
"CDC6","POLA2"
"CDC6","POLD1"
"CDC6","POLE2"
"CDC6","POLE3"
"CDC6","PPP2R3A"
"CDC6","PRIM1"
"CDC6","PRIM2"
"CDC6","PSMA2"
"CDC6","PSMA5"
"CDC6","PSMA6"
"CDC6","PSMB10"
"CDC6","PSMB2"
"CDC6","PSMB3"
"CDC6","PSMB4"
"CDC6","PSMB5"
"CDC6","PSMB6"
"CDC6","PSMB8"
"CDC6","PSMB9"
"CDC6","PSMD1"
"CDC6","PSMD10"
"CDC6","PSMD14"
"CDC6","PSMD2"
"CDC6","PSMD8"
"CDC6","PSME1"
"CDC6","PSME2"
"CDC6","PSME3"
"CDC6","PSMF1"
"CDC6","PTTG1"
"CDC6","RAD51"
"CDC6","RBL2"
"CDC6","RECQL4"
"CDC6","RFC3"
"CDC6","RFC4"
"CDC6","RPA3"
"CDC6","RRM2"
"CDC6","SGOL1"
"CDC6","SKA1"
"CDC6","SKP2"
"CDC6","SLBP"
"CDC6","SMC2"
"CDC6","SMC4"
"CDC6","SPAG5"
"CDC6","TEN1-CDK3"
"CDC6","TICRR"
"CDC6","TK1"
"CDC6","TOP2A"
"CDC6","TOPBP1"
"CDC6","TPX2"
"CDC6","TTK"
"CDC6","TYMS"
"CDC6","UBE2C"
"CDC6","UBE2D1"
"CDC6","UBE2E1"
"CDC6","UBE2S"
"CDC6","UBE2T"
"CDC6","UHRF1"
"CDC6","UNG"
"CDC6","ZWINT"
"CDC7","CDC45"
"CDC7","CDKN2A"
"CDC7","GINS3"
"CDC7","MCM10"
"CDC7","MCM3"
"CDC7","PRIM2"
"CDC7","TIMELESS"
"CDCA2","ASPM"
"CDCA2","CASC5"
"CDCA2","CDC20"
"CDCA2","CDCA3"
"CDCA2","CDCA8"
"CDCA2","CDK1"
"CDCA2","CENPF"
"CDCA2","CEP55"
"CDCA2","KIF20A"
"CDCA2","KIF2C"
"CDCA2","KIF4A"
"CDCA2","KPNA2"
"CDCA2","MCM10"
"CDCA2","NUSAP1"
"CDCA2","PBK"
"CDCA2","TOP2A"
"CDCA2","TTK"
"CDCA2","ZWINT"
"CDCA3","FAM83D"
"CDCA3","KIF18B"
"CDCA3","NUSAP1"
"CDCA3","SPC24"
"CDCA3","UHRF1"
"CDCA4","SERTAD4"
"CDCA5","ASPM"
"CDCA5","AURKB"
"CDCA5","BIRC5"
"CDCA5","BUB1"
"CDCA5","BUB1B"
"CDCA5","CCNB2"
"CDCA5","CDC20"
"CDCA5","CDC25C"
"CDCA5","CDC45"
"CDCA5","CDCA2"
"CDCA5","CDCA3"
"CDCA5","CDCA7"
"CDCA5","CDCA8"
"CDCA5","CDK1"
"CDCA5","CDT1"
"CDCA5","CENPA"
"CDCA5","CENPF"
"CDCA5","CENPN"
"CDCA5","CEP55"
"CDCA5","CHAF1A"
"CDCA5","CKAP2L"
"CDCA5","DTL"
"CDCA5","ECT2"
"CDCA5","ESCO2"
"CDCA5","EXO1"
"CDCA5","FAM83D"
"CDCA5","KIAA0101"
"CDCA5","KIF14"
"CDCA5","KIF15"
"CDCA5","KIF18B"
"CDCA5","KIF20A"
"CDCA5","KIF2C"
"CDCA5","KIF4A"
"CDCA5","MAD2L1"
"CDCA5","MCM10"
"CDCA5","MCM3"
"CDCA5","MELK"
"CDCA5","MKI67"
"CDCA5","MTFR2"
"CDCA5","NEK2"
"CDCA5","NUSAP1"
"CDCA5","PBK"
"CDCA5","PLK1"
"CDCA5","PRC1"
"CDCA5","PTTG1"
"CDCA5","RACGAP1"
"CDCA5","RAD54L"
"CDCA5","RRM2"
"CDCA5","SGOL2"
"CDCA5","SHCBP1"
"CDCA5","SKA1"
"CDCA5","SKA3"
"CDCA5","SPAG5"
"CDCA5","SPC24"
"CDCA5","TK1"
"CDCA5","TOP2A"
"CDCA5","TPX2"
"CDCA5","TTK"
"CDCA5","TYMS"
"CDCA5","UBE2C"
"CDCA5","UBE2T"
"CDCA5","UHRF1"
"CDCA5","ZWINT"
"CDCA7","AURKB"
"CDCA7","CDC20"
"CDCA7","CDC45"
"CDCA7","CDCA2"
"CDCA7","CDCA8"
"CDCA7","CDK1"
"CDCA7","ESCO2"
"CDCA7","HELLS"
"CDCA7","MCM3"
"CDCA7","PCNA"
"CDCA7","SLBP"
"CDCA7","TYMS"
"CDCA7","UHRF1"
"CDCA7","YWHAZ"
"CDCA8","ARHGAP11B"
"CDCA8","CCNF"
"CDCA8","CDC45"
"CDCA8","CDCA3"
"CDCA8","CDK1"
"CDCA8","CENPN"
"CDCA8","CHEK1"
"CDCA8","CKAP2"
"CDCA8","CKS2"
"CDCA8","DEPDC1"
"CDCA8","DIAPH3"
"CDCA8","ECT2"
"CDCA8","EPHB2"
"CDCA8","FAM83D"
"CDCA8","GTSE1"
"CDCA8","HIST2H3PS2"
"CDCA8","HJURP"
"CDCA8","HMMR"
"CDCA8","INCENP"
"CDCA8","KIF18B"
"CDCA8","KIF20A"
"CDCA8","KIF4A"
"CDCA8","KIFC1"
"CDCA8","KLHL13"
"CDCA8","MCM10"
"CDCA8","MCM3"
"CDCA8","NCAPG2"
"CDCA8","NUP37"
"CDCA8","NUP62"
"CDCA8","NUSAP1"
"CDCA8","PBK"
"CDCA8","PRC1"
"CDCA8","PTTG1"
"CDCA8","RACGAP1"
"CDCA8","RAD51"
"CDCA8","RAE1"
"CDCA8","RCC2"
"CDCA8","SPC24"
"CDCA8","SUMO1"
"CDCA8","SUMO2"
"CDCA8","SUMO3"
"CDCA8","TOP2A"
"CDCA8","UHRF1"
"CDCA8","ZWINT"
"CDCP1","PRKCD"
"CDH1","ACTA2"
"CDH1","ACTB"
"CDH1","ADAM15"
"CDH1","AJAP1"
"CDH1","ALB"
"CDH1","CA2"
"CDH1","CA9"
"CDH1","CAPN1"
"CDH1","CASP3"
"CDH1","CAV1"
"CDH1","CD24"
"CDH1","CD44"
"CDH1","CD8A"
"CDH1","CDC42"
"CDH1","CDH2"
"CDH1","CDKN2A"
"CDH1","CLDN3"
"CDH1","CLDN4"
"CDH1","CLDN7"
"CDH1","CSE1L"
"CDH1","CTNNA2"
"CDH1","CTNNA3"
"CDH1","CTNND2"
"CDH1","CTTN"
"CDH1","DDR1"
"CDH1","DSP"
"CDH1","EFNA1"
"CDH1","EGF"
"CDH1","EGFR"
"CDH1","EPCAM"
"CDH1","EPHA2"
"CDH1","EPHA4"
"CDH1","EPHB2"
"CDH1","ERBB2"
"CDH1","ESRP1"
"CDH1","EZR"
"CDH1","F11R"
"CDH1","F2RL2"
"CDH1","FER"
"CDH1","FGFR1"
"CDH1","FLOT1"
"CDH1","FMN1"
"CDH1","GDNF"
"CDH1","GNA12"
"CDH1","GSK3B"
"CDH1","IGF1"
"CDH1","IGF2"
"CDH1","IQGAP3"
"CDH1","ITGA6"
"CDH1","ITGB7"
"CDH1","JUP"
"CDH1","KIFC3"
"CDH1","KLK7"
"CDH1","KLRG1"
"CDH1","KRT18"
"CDH1","KRT19"
"CDH1","KRT8"
"CDH1","LAMC2"
"CDH1","LIMA1"
"CDH1","LRIG1"
"CDH1","MET"
"CDH1","MGAT3"
"CDH1","MMP9"
"CDH1","MUC1"
"CDH1","MUC16"
"CDH1","MYO6"
"CDH1","MYO7A"
"CDH1","OCLN"
"CDH1","PIK3R1"
"CDH1","PIP5K1A"
"CDH1","PKD1"
"CDH1","PKP3"
"CDH1","PLG"
"CDH1","PRKCI"
"CDH1","PRKCZ"
"CDH1","PRKD1"
"CDH1","PROM1"
"CDH1","PTPRM"
"CDH1","PVRL1"
"CDH1","RAB7A"
"CDH1","RAC1"
"CDH1","RET"
"CDH1","S100A4"
"CDH1","SKP2"
"CDH1","SLC6A3"
"CDH1","SUMO1"
"CDH1","TSPAN8"
"CDH1","VEGFA"
"CDH1","VIM"
"CDH11","CDH2"
"CDH11","ERBB2"
"CDH11","FGFR1"
"CDH11","JUP"
"CDH11","POSTN"
"CDH11","SDC4"
"CDH17","ANPEP"
"CDH17","CDH1"
"CDH17","CDON"
"CDH17","CTNNA3"
"CDH17","CTTN"
"CDH17","EGFR"
"CDH17","ERBB2"
"CDH17","JUP"
"CDH17","PTPRM"
"CDH2","ABL1"
"CDH2","ACTB"
"CDH2","CDC42"
"CDH2","CDON"
"CDH2","CTNNA2"
"CDH2","CTNND2"
"CDH2","CTTN"
"CDH2","DLG4"
"CDH2","DSP"
"CDH2","EGFR"
"CDH2","ERBB2"
"CDH2","FBXO45"
"CDH2","FER"
"CDH2","FGFR1"
"CDH2","FGFR4"
"CDH2","GRIP1"
"CDH2","JUP"
"CDH2","MAP2K6"
"CDH2","MET"
"CDH2","MMP9"
"CDH2","NCAM1"
"CDH2","NTRK2"
"CDH2","OCLN"
"CDH2","PIK3R1"
"CDH2","RAC1"
"CDH2","VIM"
"CDH20","MYO3A"
"CDH23","MYO7A"
"CDH6","CDH18"
"CDHR5","CDHR2"
"CDHR5","EPS8L2"
"CDHR5","MYO7B"
"CDK1","ANAPC4"
"CDK1","ARHGAP11B"
"CDK1","BCL2"
"CDK1","BORA"
"CDK1","CCNE2"
"CDK1","CCNF"
"CDK1","CDC45"
"CDK1","CDC7"
"CDK1","CDCA3"
"CDK1","CDK5"
"CDK1","CDKN1A"
"CDK1","CDKN1C"
"CDK1","CENPK"
"CDK1","CHEK1"
"CDK1","CPEB1"
"CDK1","DEPDC1"
"CDK1","FAM83D"
"CDK1","FBXO43"
"CDK1","GINS3"
"CDK1","GTSE1"
"CDK1","H2AFX"
"CDK1","H2BFS"
"CDK1","HIST1H2BB"
"CDK1","HIST1H2BH"
"CDK1","HIST1H2BJ"
"CDK1","HIST1H2BM"
"CDK1","HIST1H2BO"
"CDK1","HIST2H3PS2"
"CDK1","HJURP"
"CDK1","KIF18B"
"CDK1","KIFC1"
"CDK1","KPNA2"
"CDK1","LPIN1"
"CDK1","LYN"
"CDK1","MCM10"
"CDK1","MCM3"
"CDK1","NCAPD3"
"CDK1","NCAPG2"
"CDK1","NUP37"
"CDK1","NUP62"
"CDK1","NUSAP1"
"CDK1","PBK"
"CDK1","PLK5"
"CDK1","RACGAP1"
"CDK1","RAE1"
"CDK1","SLBP"
"CDK1","SPC24"
"CDK1","STMN1"
"CDK1","TEN1-CDK3"
"CDK1","TOP2A"
"CDK1","UHRF1"
"CDK1","WEE2"
"CDK10","CCNL2"
"CDK10","HSPA8"
"CDK16","CCNYL1"
"CDK16","PCNA"
"CDK2AP1","MBD3L1"
"CDK3","CCNE2"
"CDK5","CAPN1"
"CDK5R2","CDK5"
"CDK5R2","NDEL1"
"CDK7","CCNA2"
"CDK7","CCNB2"
"CDK7","CCNB3"
"CDK7","CCNE1"
"CDK7","CCNE2"
"CDK7","CCNT2"
"CDK7","CDK1"
"CDK7","CDK5"
"CDK7","CDK9"
"CDK7","CDKN1A"
"CDK7","CDKN1C"
"CDK7","CETN2"
"CDK7","CKS1B"
"CDK7","CKS2"
"CDK7","ERCC5"
"CDK7","GNB5"
"CDK7","GTF2E1"
"CDK7","LMO1"
"CDK7","POLR2D"
"CDK7","POLR2G"
"CDK7","POLR2J"
"CDK7","POLR2K"
"CDK7","POLR2L"
"CDK7","RAD23A"
"CDK7","SFN"
"CDK7","SSU72"
"CDK7","UVSSA"
"CDK9","CCNE2"
"CDK9","CCNL2"
"CDK9","CDK1"
"CDK9","CDKN1A"
"CDK9","FKBP5"
"CDK9","PCNA"
"CDK9","RBM8A"
"CDKL1","PCDH7"
"CDKL5","DLG4"
"CDKL5","NHS"
"CDKL5","PTPRM"
"CDKN1A","ANAPC15"
"CDKN1A","ANAPC4"
"CDKN1A","CCNE2"
"CDKN1A","CDC45"
"CDKN1A","CDC7"
"CDKN1A","CDK3"
"CDKN1A","CDK5"
"CDKN1A","CDKN2A"
"CDKN1A","CHEK1"
"CDKN1A","GTSE1"
"CDKN1A","LYN"
"CDKN1A","MCM10"
"CDKN1A","PIK3R1"
"CDKN1A","PTK6"
"CDKN1A","TEN1-CDK3"
"CDKN1A","VIM"
"CDKN1C","CCNE2"
"CDKN1C","CDKN2A"
"CDKN1C","LYN"
"CDKN2A","ARF1"
"CDKN2A","CDK5RAP3"
"CDKN2A","COMMD3-BMI1"
"CDKN2A","PIK3R1"
"CDKN2B","CDKN1A"
"CDKN2B","CDKN1C"
"CDKN2B","CDKN2A"
"CDKN2B","TMCO1"
"CDKN2D","CDKN1A"
"CDKN2D","CDKN1C"
"CDKN3","ARHGAP11A"
"CDKN3","ASPM"
"CDKN3","CDC20"
"CDKN3","CDC45"
"CDKN3","CDCA8"
"CDKN3","CDK1"
"CDKN3","CDKN1A"
"CDKN3","CDKN2A"
"CDKN3","CENPA"
"CDKN3","CENPF"
"CDKN3","CENPN"
"CDKN3","CEP55"
"CDKN3","CHEK1"
"CDKN3","CKS2"
"CDKN3","DEPDC1"
"CDKN3","DTL"
"CDKN3","ECT2"
"CDKN3","HJURP"
"CDKN3","HMMR"
"CDKN3","KIF14"
"CDKN3","KIF20A"
"CDKN3","KIF2C"
"CDKN3","KIF4A"
"CDKN3","KPNA2"
"CDKN3","MCM10"
"CDKN3","MKI67"
"CDKN3","NEK2"
"CDKN3","NUSAP1"
"CDKN3","PBK"
"CDKN3","PRC1"
"CDKN3","PTTG1"
"CDKN3","RACGAP1"
"CDKN3","RFC4"
"CDKN3","RRM2"
"CDKN3","TOP2A"
"CDKN3","TTK"
"CDKN3","UBE2C"
"CDKN3","UBE2T"
"CDKN3","ZWINT"
"CDNF","HYOU1"
"CDO1","CCBL1"
"CDO1","CDON"
"CDO1","CSAD"
"CDO1","CTH"
"CDO1","GCLM"
"CDO1","GGCT"
"CDO1","GOT1"
"CDO1","PPCS"
"CDON","MAP2K6"
"CDON","TNNT1"
"CDR2L","HID1"
"CDS1","ABHD5"
"CDS1","AGPAT2"
"CDS1","AGPAT4"
"CDS1","DGKA"
"CDS1","DGKH"
"CDS1","DGKK"
"CDS1","LCLAT1"
"CDS1","LPIN1"
"CDS1","PLD1"
"CDS1","PLD4"
"CDS1","PPAP2B"
"CDS1","PPAP2C"
"CDS1","PPAPDC1A"
"CDSN","CASP14"
"CDSN","KLK7"
"CDT1","AURKB"
"CDT1","BIRC5"
"CDT1","BUB1"
"CDT1","CCNB3"
"CDT1","CCNE2"
"CDT1","CDC20"
"CDT1","CDC25A"
"CDT1","CDC25C"
"CDT1","CDC45"
"CDT1","CDC7"
"CDT1","CDCA8"
"CDT1","CDK1"
"CDT1","CENPF"
"CDT1","CENPN"
"CDT1","CHAF1A"
"CDT1","CHAF1B"
"CDT1","CHEK1"
"CDT1","CKS1B"
"CDT1","CKS2"
"CDT1","CLSPN"
"CDT1","CSTF2"
"CDT1","DTL"
"CDT1","EXO1"
"CDT1","FEN1"
