"","logFC","AveExpr","t","P.Value","adj.P.Val","B","change"
"IL27",1.33757187689747,-3.94384353062837,7.56260212013393,1.85578424922289e-13,3.53825756434114e-13,19.4635307939389,"UP"
"MYO1E",0.632004429928763,4.71691084301948,7.6576304825168,9.58993676410761e-14,1.84621434032866e-13,19.4586907886472,"NOT"
"DNAJC4",0.591876028940426,5.82903603798789,7.67530198111638,8.47613076776622e-14,1.63364510823685e-13,19.4583947209338,"NOT"
"AC005518.2",-0.727830410927234,-6.70974568633892,-7.5597299698243,1.89299928273097e-13,3.60895834001843e-13,19.4394685395615,"NOT"
"ZNF214",-1.06244224762886,0.976469044789145,-7.60348616861724,1.39801186772478e-13,2.67694736618083e-13,19.4323955823542,"DOWN"
"RP11-724O16.1",-2.07150056349768,-3.94748928939498,-7.55832634201636,1.91145291050696e-13,3.64388351214067e-13,19.4224153897352,"DOWN"
"C1orf174",0.486371811233348,4.65172457373147,7.65295408491931,9.90806634362471e-14,1.90678233041136e-13,19.4222512434261,"NOT"
"HCG14",1.49273712927154,-3.97215545625452,7.55657587585023,1.93471497747588e-13,3.68693276652323e-13,19.4221734696097,"UP"
"ANKRD30BL",-1.76389986506152,-4.25393334131622,-7.55697617087877,1.9293709509177e-13,3.6772657449055e-13,19.4214726180462,"DOWN"
"LAIR2",1.5400129393508,-4.55726815471639,7.55660615008229,1.93431030052724e-13,3.6864206992756e-13,19.4200417110723,"UP"
"NDUFA4L2",1.80442518101991,4.23374968786073,7.62421135165263,1.2104780694743e-13,2.32343231289113e-13,19.4191531084808,"UP"
"RP11-319F12.2",2.93450776104159,-3.67505997760211,7.5563681423124,1.93749401145124e-13,3.69196919022112e-13,19.4147901183012,"UP"
"RP11-84D1.1",1.72336161634354,-4.54359336148073,7.5558229997842,1.94480557977777e-13,3.70564121715757e-13,19.4139791665335,"UP"
"RP3-425C14.4",-0.789190412467945,2.02166021048542,-7.61481475556644,1.29221383778802e-13,2.4775123096039e-13,19.4058206440471,"NOT"
"PFKFB4",1.03693903491546,3.49939824980828,7.61954608184519,1.25040082866939e-13,2.39887257761707e-13,19.4054883773867,"UP"
"SLC36A2",-1.17857916804519,-5.95997571608892,-7.55265998604977,1.98776821912734e-13,3.78617197955462e-13,19.3968563496949,"DOWN"
"RBM14-RBM4",-0.604787901080124,1.79256444130313,-7.60679945606892,1.36621560542759e-13,2.61680236625593e-13,19.3944529024848,"NOT"
"CTC-297N7.9",-1.29665517230946,-3.2361560003188,-7.55294968344502,1.9837947223337e-13,3.77886900245284e-13,19.3827651746255,"DOWN"
"RP11-57G10.8",1.1056787658297,-2.90828493960165,7.55034103617532,2.01985889539227e-13,3.84675571592267e-13,19.3757031866169,"UP"
"RP11-884K10.7",0.632194923031698,2.18561209504871,7.59682146963677,1.46419520293029e-13,2.80130268448565e-13,19.3751566944391,"NOT"
"RP11-274J7.3",1.30421825703817,-4.3894554659734,7.54898920582544,2.03880108926578e-13,3.88255778128636e-13,19.3702216843758,"UP"
"LINC01424",-1.10975530437524,-2.72492164075055,-7.55305821194843,1.98230815866072e-13,3.77630261366003e-13,19.3691382652762,"DOWN"
"ABCB9",0.797729306837673,3.37920977000703,7.61508671367384,1.28977352212373e-13,2.47300846759679e-13,19.3685788193654,"NOT"
"SEMA4D",0.57800362624378,4.98344418381941,7.64994876027467,1.01179823881403e-13,1.94676558446711e-13,19.3668679264116,"NOT"
"RP11-203H19.2",-1.33811323935499,-2.14099130795741,-7.55820827426399,1.9130132160984e-13,3.64660158298951e-13,19.3629653644463,"DOWN"
"HSPB11",0.75375297750415,4.35065066077701,7.63361250133921,1.13380658900696e-13,2.17858003126553e-13,19.3603504996086,"NOT"
"ZNF439",-0.763040197407508,3.17857827491832,-7.63127127516881,1.15244066068236e-13,2.21344369456079e-13,19.3570417750913,"NOT"
"SYNCRIP",0.451322121745084,7.05707624232558,7.66928098749782,8.84050064194052e-14,1.70362963539904e-13,19.3483894279178,"NOT"
"RP11-475J5.11",-0.726011032036933,-6.72611787124752,-7.54555927399118,2.08765115387742e-13,3.97363086800930e-13,19.3432027857161,"NOT"
"PANK3",-0.436691293705241,5.51969957300803,-7.66215422489632,9.29178104958506e-14,1.7895770960883e-13,19.3367607101862,"NOT"
"SSXP10",-1.2279316811945,-5.80455877637747,-7.54254798438743,2.13148824980146e-13,4.05621600537777e-13,19.3286225669466,"DOWN"
"RP11-460N11.2",-1.57978916313229,-4.46745190219618,-7.54222176476599,2.13629132307544e-13,4.06507091179262e-13,19.323654787329,"DOWN"
"TICAM1",0.84502523270855,4.26661699205186,7.62535582886782,1.20087778349754e-13,2.30516839890861e-13,19.3223840713866,"NOT"
"CH507-154B10.1",-1.02197313293832,0.682569330114511,-7.58166619374306,1.62640409745931e-13,3.10747483370802e-13,19.3167448524266,"DOWN"
"RNASE2",1.58264502047074,-0.430430300002631,7.54875985862656,2.04203208136348e-13,3.88843754670084e-13,19.3110781668046,"UP"
"PCDH10",-1.99113396874655,0.215936313256324,-7.58158161152102,1.62735732899513e-13,3.10907701386201e-13,19.2990072595582,"DOWN"
"ERVV-1",1.5225618163337,-3.88151301886584,7.53777067436465,2.20290188966018e-13,4.18976331339648e-13,19.294614057229,"UP"
