"Name","K","Kin","Kout","TypeI","TypeII"
"DHCR7",14,10,4,0,1
"C1GALT1C1",12,3,9,0,1
"SLC39A9",8,3,5,0,1
"C1QB",17,6,11,0,1
"CYP24A1",8,1,7,0,1
"CALM3",27,7,20,0,1
"GRIA2",18,7,11,0,1
"MBP",9,8,1,0,1
"PHKB",6,4,2,0,1
"DEFB1",2,1,1,0,1
"PDIA3",26,10,16,0,1
"TOR1A",10,6,4,0,1
"CAPN3",5,4,1,0,1
"DDX3X",27,20,7,0,1
"FMR1",20,7,13,0,1
"EIF4G2",12,11,1,0,1
"LIMK1",9,3,6,0,1
"PTPN11",50,28,22,0,1
"SMURF1",15,9,6,0,1
"CBR3",9,2,7,0,1
"UGT1A9",14,9,5,0,1
"SUZ12",29,16,13,0,1
"CFAP43",8,2,6,0,1
"CCDC186",5,4,1,0,1
"HEPACAM2",2,1,1,0,1
"PLEKHS1",2,1,1,0,1
"SEC61A1",57,4,53,0,1
"CCR10",7,3,4,0,1
"CXCL9",18,11,7,0,1
"IL1B",43,11,32,0,1
"CCL2",31,7,24,0,1
"TSLP",7,5,2,0,1
"CX3CR1",10,4,6,0,1
"LEP",15,8,7,0,1
"PF4",6,3,3,0,1
"VCAM1",14,6,8,0,1
"CDK4",23,5,18,0,1
"SMC1A",29,17,12,0,1
"PSMD2",44,17,27,0,1
"PSMF1",21,10,11,0,1
"POLR2B",44,31,13,0,1
"CCT5",54,14,40,0,1
"TUBA1C",17,10,7,0,1
"KIT",35,9,26,0,1
"HLA-DPA1",15,11,4,0,1
"CD86",19,6,13,0,1
"PDCD1",8,3,5,0,1
"TLR7",8,5,3,0,1
"MGRN1",7,2,5,0,1
"UBE2N",48,16,32,0,1
"DCC",12,7,5,0,1
"CLDN4",6,4,2,0,1
"IGF1",30,17,13,0,1
"RAPGEF1",13,10,3,0,1
"NTRK2",25,6,19,0,1
"PTPRS",9,4,5,0,1
"LGALS3",15,1,14,0,1
"DCAF13",63,19,44,0,1
"SDAD1",48,31,17,0,1
"NPM1",28,8,20,0,1
"MEST",5,1,4,0,1
"CFAP45",3,1,2,0,1
"WDR66",6,4,2,0,1
"CFHR1",9,1,8,0,1
"NIPA1",6,3,3,0,1
"KCNJ1",8,6,2,0,1
"PRSS1",7,3,4,0,1
"PSMB8",9,3,6,0,1
"RAB11A",39,8,31,0,1
"TIMM8A",23,14,9,0,1
"SYT2",8,5,3,0,1
"PAFAH2",7,5,2,0,1
"GREM2",4,2,2,0,1
"PAK3",19,11,8,0,1
"GAMT",12,10,2,0,1
"MYOZ1",7,4,3,0,1
"POP4",6,5,1,0,1
"DNA2",29,12,17,0,1
"USP7",23,14,9,0,1
"CNDP1",10,5,5,0,1
"PTPRZ1",4,2,2,0,1
"COL4A5",9,5,4,0,1
"COPS6",27,10,17,0,1
"DCAF11",17,14,3,0,1
"PPTC7",5,4,1,0,1
"CPN2",2,1,1,0,1
"DCLRE1A",9,8,1,0,1
"MED1",31,13,18,0,1
"CSE1L",14,5,9,0,1
"XPOT",18,6,12,0,1
"CSTF1",9,2,7,0,1
"DDX1",7,5,2,0,1
"SMAD4",31,7,24,0,1
"ZCRB1",10,2,8,0,1
"CTLA4",18,6,12,0,1
"GFRA1",9,4,5,0,1
"MAGI2",9,4,5,0,1
"CTSD",11,2,9,0,1
"KDM2B",3,2,1,0,1
"HCCS",5,3,2,0,1
"SLC25A6",11,9,2,0,1
"CYLD",9,7,2,0,1
"CYP11A1",9,1,8,0,1
"LIPA",3,2,1,0,1
"CYP1A2",17,11,6,0,1
"FDX1",10,1,9,0,1
"CYP2C9",31,7,24,0,1
"CYP4A11",26,10,16,0,1
"CYP2D6",8,4,4,0,1
"PRPF31",37,21,16,0,1
"MSTN",11,3,8,0,1
"TMPRSS6",10,7,3,0,1
"EDC3",8,4,4,0,1
"ERCC4",34,15,19,0,1
"SRPRB",21,17,4,0,1
"NXF3",3,2,1,0,1
"DFNB31",6,3,3,0,1
"PCDH15",7,3,4,0,1
"DHRS2",2,1,1,0,1
"EIF2S1",56,6,50,0,1
"S100A14",5,1,4,0,1
"DLG3",16,7,9,0,1
"NRXN1",17,14,3,0,1
"NLGN3",9,4,5,0,1
"RAD52",23,15,8,0,1
"XRCC2",14,8,6,0,1
"XRCC6",39,28,11,0,1
"PPME1",5,3,2,0,1
"GIPC1",6,4,2,0,1
"DPYD",7,4,3,0,1
"KLHL12",17,7,10,0,1
"ZCCHC4",4,2,2,0,1
"RPS2",56,24,32,0,1
"TTC7B",3,1,2,0,1
"FGFR3",17,10,7,0,1
"NTRK3",13,6,7,0,1
"NAT10",50,11,39,0,1
"ENOPH1",9,2,7,0,1
"NPTN",3,1,2,0,1
"ESR2",15,1,14,0,1
"NCOR2",18,11,7,0,1
"SNAP25",23,4,19,0,1
"HS2ST1",11,5,6,0,1
"NDST1",7,1,6,0,1
"UXS1",4,2,2,0,1
"FAHD1",4,3,1,0,1
"PEX26",9,3,6,0,1
"FLNC",10,2,8,0,1
"MYBPC1",7,3,4,0,1
"HNF4A",14,5,9,0,1
"SNAI2",4,2,2,0,1
"FOXO1",19,8,11,0,1
"GPSM2",3,2,1,0,1
"TBC1D5",11,6,5,0,1
"TAC1",15,3,12,0,1
"PKLR",21,6,15,0,1
"GPHN",6,3,3,0,1
"GATA1",4,2,2,0,1
"HNF1A",11,1,10,0,1
"TM6SF2",6,5,1,0,1
"HTRA4",2,1,1,0,1
"IMMP2L",3,2,1,0,1
"SLC19A1",3,2,1,0,1
"PSMB5",26,18,8,0,1
"SHH",25,5,20,0,1
"VAPA",17,10,7,0,1
"PDE11A",5,1,4,0,1
"PAK2",35,13,22,0,1
"VPS35",31,8,23,0,1
"SIAH1",6,3,3,0,1
"HECTD1",2,1,1,0,1
"MSH5",8,5,3,0,1
"HNRNPH2",8,6,2,0,1
"NRG4",9,5,4,0,1
"NAA15",9,3,6,0,1
"TLR3",10,3,7,0,1
"IL17RB",3,1,2,0,1
"MARVELD2",7,3,4,0,1
"INPP5J",6,2,4,0,1
"SGK1",13,8,5,0,1
"VHL",14,1,13,0,1
"KCNAB2",10,8,2,0,1
"KCNJ11",6,3,3,0,1
"KLHL22",7,5,2,0,1
"KHDRBS2",3,1,2,0,1
"MAPRE2",7,3,4,0,1
"METTL14",12,6,6,0,1
"KIAA1715",5,2,3,0,1
"RAPGEF2",7,2,5,0,1
"POU5F1",20,3,17,0,1
"STK39",9,5,4,0,1
"WNK3",12,4,8,0,1
"RRP8",23,4,19,0,1
"SLC17A5",2,1,1,0,1
"PGM5",8,5,3,0,1
"LEMD3",4,3,1,0,1
"PNISR",7,2,5,0,1
"PLXNA4",5,3,2,0,1
"RPL37",43,8,35,0,1
"PNPLA7",6,5,1,0,1
"LRPAP1",6,5,1,0,1
"LRRN2",2,1,1,0,1
"USP9X",14,4,10,0,1
"PPARG",22,1,21,0,1
"TCF12",8,6,2,0,1
"SNRNP25",8,4,4,0,1
"SAE1",11,5,6,0,1
"MRPL3",47,7,40,0,1
"NAA35",8,4,4,0,1
"PIP",2,1,1,0,1
"RCN2",4,2,2,0,1
"NRXN2",18,2,16,0,1
"NSMCE2",9,4,5,0,1
"NTN1",17,1,16,0,1
"SYNE1",4,2,2,0,1
"WT1",12,2,10,0,1
"PCSK2",2,1,1,0,1
"UXT",8,4,4,0,1
"PIAS1",11,1,10,0,1
"PPP1CA",9,2,7,0,1
"WNT8B",18,10,8,0,1
"USP14",22,7,15,0,1
"SLITRK2",2,1,1,0,1
"PURB",2,1,1,0,1
"TRAPPC11",9,6,3,0,1
"TRAPPC6B",12,3,9,0,1
"YIPF5",5,1,4,0,1
"SRP9",15,2,13,0,1
"S100A3",3,2,1,0,1
"WNT10B",10,3,7,0,1
"SNTG2",6,2,4,0,1
"SLC15A1",9,5,4,0,1
"SLC34A1",7,2,5,0,1
"SLC1A1",7,1,6,0,1
"SLC6A19",8,3,5,0,1
"SLC29A2",3,1,2,0,1
"SLC30A2",5,3,2,0,1
"SLC39A7",7,3,4,0,1
"SLC39A3",2,1,1,0,1
"SLC6A3",10,2,8,0,1
"TCEAL6",2,1,1,0,1
"TMTC4",4,1,3,0,1
"TMED5",11,8,3,0,1
"TRPV5",7,2,5,0,1
"TSPAN32",2,1,1,0,1
"UBE3C",5,2,3,0,1
"ZNF397",3,1,2,0,1
