"Name","K","Kin","Kout","TypeI","TypeII"
"COL9A1",8,3,5,0,1
"CPLX2",10,5,5,0,1
"LEO1",13,3,10,0,1
"SNRPE",42,34,8,0,1
"INADL",8,3,5,0,1
"POMC",32,26,6,0,1
"CRNKL1",13,10,3,0,1
"CSAG1",3,2,1,0,1
"SNCA",33,16,17,0,1
"RNF20",14,9,5,0,1
"CYP11A1",11,1,10,0,1
"SOAT2",9,4,5,0,1
"KL",12,9,3,0,1
"IDH2",12,6,6,0,1
"KDR",58,11,47,0,1
"DARS2",7,2,5,0,1
"DYNC1I1",11,6,5,0,1
"HNRNPAB",7,3,4,0,1
"GLE1",8,4,4,0,1
"PNPLA2",19,12,7,0,1
"EBP",3,2,1,0,1
"DLG3",19,11,8,0,1
"DLL1",14,7,7,0,1
"NEURL1",3,2,1,0,1
"LHX6",4,2,2,0,1
"HSPA13",11,4,7,0,1
"MAPK10",20,11,9,0,1
"TCTEX1D2",6,1,5,0,1
"TUBB",18,9,9,0,1
"EFNA3",9,7,2,0,1
"EPHB3",10,3,7,0,1
"RRAS",20,2,18,0,1
"MRPL17",28,9,19,0,1
"SIAH2",3,2,1,0,1
"IFIH1",31,6,25,0,1
"IRS2",23,17,6,0,1
"ENKUR",3,1,2,0,1
"EPHA1",11,2,9,0,1
"FGFR3",17,10,7,0,1
"F10",14,9,5,0,1
"RAD54B",16,6,10,0,1
"REV3L",21,10,11,0,1
"SMC1B",21,12,9,0,1
"GRM2",7,4,3,0,1
"GATA3",14,7,7,0,1
"SIN3B",11,9,2,0,1
"PPL",13,5,8,0,1
"TDRKH",10,6,4,0,1
"RAB8A",26,10,16,0,1
"WT1",8,3,5,0,1
"ZNF217",4,2,2,0,1
"S1PR1",13,5,8,0,1
"SORD",10,2,8,0,1
"NOVA2",3,1,2,0,1
"TNFRSF6B",3,1,2,0,1
"MNDA",6,3,3,0,1
"MASP1",9,4,5,0,1
"PLXNA4",13,12,1,0,1
"SH3TC2",2,1,1,0,1
"PTX3",6,4,2,0,1
"PIWIL2",6,4,2,0,1
"FLAD1",5,2,3,0,1
"SLC46A1",2,1,1,0,1
"NKX3-2",6,5,1,0,1
"FUT3",7,1,6,0,1
"MUC3A",21,9,12,0,1
"MAPK7",9,4,5,0,1
"SNRPD1",30,11,19,0,1
"TAC1",16,7,9,0,1
"GOLT1A",4,3,1,0,1
"LYPD1",2,1,1,0,1
"RAB25",4,3,1,0,1
"IRF6",12,3,9,0,1
"P2RX6",7,6,1,0,1
"GRM7",3,1,2,0,1
"GUCY2D",14,3,11,0,1
"VPS72",17,6,11,0,1
"KLK2",17,4,13,0,1
"HAND2",6,1,5,0,1
"HMGN1",4,2,2,0,1
"HOXA5",10,2,8,0,1
"MEIS1",16,3,13,0,1
"SULF1",4,2,2,0,1
"KIF3B",10,5,5,0,1
"SORBS1",6,5,1,0,1
"KCNAB3",11,6,5,0,1
"KCNE1",9,3,6,0,1
"KCNB1",12,8,4,0,1
"KCTD1",4,3,1,0,1
"KLK4",3,1,2,0,1
"KMO",5,2,3,0,1
"KRT5",11,1,10,0,1
"NLGN2",11,3,8,0,1
"SND1",5,4,1,0,1
"MRAS",10,3,7,0,1
"NEFH",5,2,3,0,1
"MEOX2",2,1,1,0,1
"MERTK",9,3,6,0,1
"PIGC",8,4,4,0,1
"TIMD4",4,1,3,0,1
"TIMP1",18,2,16,0,1
"TEX11",5,3,2,0,1
"MPP6",5,1,4,0,1
"MRPL48",20,8,12,0,1
"SOX10",9,3,6,0,1
"TNNT3",24,6,18,0,1
"NOD1",10,2,8,0,1
"PDXDC1",3,1,2,0,1
"PIP4K2C",4,2,2,0,1
"PPP1R14A",5,2,3,0,1
"XKR4",2,1,1,0,1
"PLXNC1",7,1,6,0,1
"PTGDR2",3,2,1,0,1
"PVRL2",6,1,5,0,1
"SNAP25",41,4,37,0,1
"RGR",3,2,1,0,1
"STAB1",3,1,2,0,1
"SRPRB",8,7,1,0,1
"TBX18",4,2,2,0,1
"SLC40A1",5,1,4,0,1
"SLC24A2",2,1,1,0,1
"TNFSF15",2,1,1,0,1
