"cause","effect"
"ADAMTS1","ADAMTS9"
"ADAMTS1","SPON2"
"ADAMTS1","SPON2"
"ADAMTS1","THBS2"
"ADAMTS1","THBS2"
"ADAMTS10","ADAMTS13"
"ADAMTS10","ADAMTS13"
"ADAMTS10","ADAMTS14"
"ADAMTS10","ADAMTS14"
"ADAMTS10","ADAMTS15"
"ADAMTS10","ADAMTS15"
"ADAMTS10","ADAMTS19"
"ADAMTS10","ADAMTS19"
"ADAMTS10","ADAMTS20"
"ADAMTS10","ADAMTS20"
"ADAMTS10","ADAMTS6"
"ADAMTS10","ADAMTS6"
"ADAMTS10","ADAMTSL5"
"ADAMTS10","ADAMTSL5"
"ADAMTS10","SEMA5A"
"ADAMTS10","SEMA5A"
"ADAMTS10","THSD7A"
"ADAMTS10","THSD7A"
"ADAMTS12","SPON1"
"ADAMTS12","SPON1"
"ADAMTS12","SPON2"
"ADAMTS12","SPON2"
"ADAMTS13","ADAMTS12"
"ADAMTS13","ADAMTS12"
"ADAMTS13","ADAMTS14"
"ADAMTS13","ADAMTS14"
"ADAMTS13","ADAMTS20"
"ADAMTS13","ADAMTS20"
"ADAMTS13","ADAMTS6"
"ADAMTS13","ADAMTS6"
"ADAMTS13","SPON1"
"ADAMTS13","SPON1"
"ADAMTS13","SPON2"
"ADAMTS13","SPON2"
"ADAMTS13","THSD7A"
"ADAMTS13","THSD7A"
"ADAMTS14","ADAMTS20"
"ADAMTS14","ADAMTS20"
"ADAMTS14","COL5A2"
"ADAMTS14","COL5A2"
"ADAMTS14","SEMA5A"
"ADAMTS14","SEMA5A"
"ADAMTS14","SPON1"
"ADAMTS14","SPON1"
"ADAMTS14","SPON2"
"ADAMTS14","SPON2"
"ADAMTS15","ADAMTS12"
"ADAMTS15","ADAMTS12"
"ADAMTS15","ADAMTS13"
"ADAMTS15","ADAMTS13"
"ADAMTS15","ADAMTS14"
"ADAMTS15","ADAMTS14"
"ADAMTS15","ADAMTS6"
"ADAMTS15","ADAMTS6"
"ADAMTS15","ADAMTS9"
"ADAMTS15","ADAMTS9"
"ADAMTS15","ADAMTSL5"
"ADAMTS15","ADAMTSL5"
"ADAMTS15","SEMA5A"
"ADAMTS15","SEMA5A"
"ADAMTS15","SPON1"
"ADAMTS15","SPON1"
"ADAMTS15","THBS2"
"ADAMTS15","THBS2"
"ADAMTS18","ADAMTS1"
"ADAMTS18","ADAMTS1"
"ADAMTS18","ADAMTS13"
"ADAMTS18","ADAMTS13"
"ADAMTS18","ADAMTS14"
"ADAMTS18","ADAMTS14"
"ADAMTS18","ADAMTS20"
"ADAMTS18","ADAMTS20"
"ADAMTS18","ADAMTS3"
"ADAMTS18","ADAMTS3"
"ADAMTS18","ADAMTS9"
"ADAMTS18","ADAMTS9"
"ADAMTS18","ADAMTSL5"
"ADAMTS18","ADAMTSL5"
"ADAMTS18","SPON2"
"ADAMTS18","SPON2"
"ADAMTS18","THBS2"
"ADAMTS18","THBS2"
"ADAMTS19","ADAMTS13"
"ADAMTS19","ADAMTS13"
"ADAMTS19","ADAMTS20"
"ADAMTS19","ADAMTS20"
"ADAMTS19","ADAMTS5"
"ADAMTS19","ADAMTS5"
"ADAMTS19","ADAMTS6"
"ADAMTS19","ADAMTS6"
"ADAMTS19","ADAMTSL5"
"ADAMTS19","ADAMTSL5"
"ADAMTS19","SPON1"
"ADAMTS19","SPON1"
"ADAMTS19","SPON2"
"ADAMTS19","SPON2"
"ADAMTS19","THBS2"
"ADAMTS19","THBS2"
"ADAMTS19","THSD7A"
"ADAMTS19","THSD7A"
"ADAMTS20","ADAMTS9"
"ADAMTS20","ADAMTS9"
"ADAMTS20","SPON1"
"ADAMTS20","SPON1"
"ADAMTS20","SPON2"
"ADAMTS20","SPON2"
"ADAMTS20","THSD7A"
"ADAMTS20","THSD7A"
"ADAMTS3","ADAMTS13"
"ADAMTS3","ADAMTS13"
"ADAMTS3","ADAMTS14"
"ADAMTS3","ADAMTS14"
"ADAMTS3","ADAMTS20"
"ADAMTS3","ADAMTS20"
"ADAMTS3","ADAMTS9"
"ADAMTS3","ADAMTS9"
"ADAMTS3","CCBE1"
"ADAMTS3","CCBE1"
"ADAMTS3","COL1A2"
"ADAMTS3","COL1A2"
"ADAMTS3","COL24A1"
"ADAMTS3","COL24A1"
"ADAMTS3","COL27A1"
"ADAMTS3","COL27A1"
"ADAMTS3","COL5A1"
"ADAMTS3","COL5A1"
"ADAMTS3","COL5A2"
"ADAMTS3","COL5A2"
"ADAMTS3","SPON2"
"ADAMTS3","SPON2"
"ADAMTS3","THBS2"
"ADAMTS3","THBS2"
"ADAMTS3","THSD7A"
"ADAMTS3","THSD7A"
"ADAMTS5","ACAN"
"ADAMTS5","ACAN"
"ADAMTS5","ADAMTS12"
"ADAMTS5","ADAMTS12"
"ADAMTS5","ADAMTS13"
"ADAMTS5","ADAMTS13"
"ADAMTS5","ADAMTS14"
"ADAMTS5","ADAMTS14"
"ADAMTS5","ADAMTS15"
