A2M APOA2
A2M APOA2
A2M CTSB
A2M CTSB
A2M ELANE
A2M ELANE
A2M HAMP
A2M HAMP
A2M HSPA5
A2M HSPA5
A2M MMP12
A2M MMP12
A2M SERPINC1
A2M SERPINC1
A2ML1 KLK6
A2ML1 KLK6
A2ML1 KLK7
A2ML1 KLK7
A4GNT MUC1
A4GNT MUC1
A4GNT MUC21
A4GNT MUC21
A4GNT MUC4
A4GNT MUC4
A4GNT MUC5B
A4GNT MUC5B
AACS ACAT2
AACS ACAT2
AACS BDH1
AACS BDH1
AAGAB AP1S1
AAGAB AP1S1
AAGAB AP1S3
AAGAB AP1S3
AAGAB AP2S1
AAGAB AP2S1
AANAT IDO2
AANAT IDO2
AANAT YWHAZ
AANAT YWHAZ
AAR2 EFTUD2
AAR2 EFTUD2
AAR2 NHP2L1
AAR2 NHP2L1
AASDHPPT NDUFAB1
AASDHPPT NDUFAB1
AASDHPPT TRPC4
AASDHPPT TRPC4
ABCA12 ALOX12B
ABCA12 ALOX12B
ABCA12 ALOXE3
ABCA12 ALOXE3
ABCA12 CST6
ABCA12 CST6
ABCA12 LIPN
ABCA12 LIPN
ABCA12 NIPAL4
ABCA12 NIPAL4
ABCA3 ALG3
ABCA3 ALG3
ABCA3 EXOC3L1
ABCA3 EXOC3L1
ABCA3 PIGS
ABCA3 PIGS
ABCA3 SFTPA1
ABCA3 SFTPA1
ABCA3 SFTPA2
ABCA3 SFTPA2
ABCA3 SFTPB
ABCA3 SFTPB
ABCA3 SFTPC
ABCA3 SFTPC
ABCA3 TMPRSS6
ABCA3 TMPRSS6
ABCA4 BEST1
ABCA4 BEST1
ABCA7 CASS4
ABCA7 CASS4
ABCA7 CLU
ABCA7 CLU
ABCA7 EPHA1
ABCA7 EPHA1
ABCA7 MS4A6E
ABCA7 MS4A6E
ABCA7 SLC24A4
ABCA7 SLC24A4
ABCA7 TREM2
ABCA7 TREM2
ABCB4 ABCB1
ABCB4 ABCB1
ABCB6 ABCF3
ABCB6 ABCF3
ABCB6 ATP1A2
ABCB6 ATP1A2
ABCB6 ATP1B1
ABCB6 ATP1B1
ABCB6 ATP1B3
ABCB6 ATP1B3
ABCB6 ATP2A2
ABCB6 ATP2A2
ABCB6 FECH
ABCB6 FECH
ABCB6 FXYD1
ABCB6 FXYD1
ABCC6 MGP
ABCC6 MGP
ABCC8 AQP4
ABCC8 AQP4
ABCC8 RAPGEF3
ABCC8 RAPGEF3
ABCC8 RAPGEF4
ABCC8 RAPGEF4
ABCE1 BRIX1
ABCE1 BRIX1
ABCE1 CIAPIN1
ABCE1 CIAPIN1
ABCE1 CTPS1
ABCE1 CTPS1
ABCE1 DRG1
ABCE1 DRG1
ABCE1 EEF1A1
ABCE1 EEF1A1
ABCE1 EIF1AX
ABCE1 EIF1AX
ABCE1 EIF2A
ABCE1 EIF2A
ABCE1 EIF3B
ABCE1 EIF3B
ABCE1 EIF3H
ABCE1 EIF3H
ABCE1 EIF3I
ABCE1 EIF3I
ABCE1 EIF3M
ABCE1 EIF3M
ABCE1 EIF6
ABCE1 EIF6
ABCE1 EPRS
ABCE1 EPRS
ABCE1 G3BP2
ABCE1 G3BP2
ABCE1 GTPBP4
ABCE1 GTPBP4
ABCE1 HBS1L
ABCE1 HBS1L
ABCE1 HSPD1
ABCE1 HSPD1
ABCE1 KARS
ABCE1 KARS
ABCE1 OAS1
ABCE1 OAS1
ABCE1 OAS2
ABCE1 OAS2
ABCE1 PA2G4
ABCE1 PA2G4
ABCE1 PES1
ABCE1 PES1
ABCE1 POLR1B
ABCE1 POLR1B
ABCE1 POLR1C
ABCE1 POLR1C
ABCE1 RPL10A
ABCE1 RPL10A
ABCE1 RPL17-C18orf32
ABCE1 RPL17-C18orf32
ABCE1 RPL18
ABCE1 RPL18
ABCE1 RPL24
ABCE1 RPL24
ABCE1 RPL27
ABCE1 RPL27
ABCE1 RPL27A
ABCE1 RPL27A
ABCE1 RPL35A
ABCE1 RPL35A
ABCE1 RPL36
ABCE1 RPL36
ABCE1 RPL36A
ABCE1 RPL36A
ABCE1 RPL38
ABCE1 RPL38
ABCE1 RPL39
ABCE1 RPL39
ABCE1 RPL6
ABCE1 RPL6
ABCE1 RPL7
ABCE1 RPL7
ABCE1 RPL7A
ABCE1 RPL7A
ABCE1 RPLP0
ABCE1 RPLP0
ABCE1 RPS10
ABCE1 RPS10
ABCE1 RPS10-NUDT3
ABCE1 RPS10-NUDT3
ABCE1 RPS15A
ABCE1 RPS15A
ABCE1 RPS17
ABCE1 RPS17
ABCE1 RPS18
ABCE1 RPS18
ABCE1 RPS19
ABCE1 RPS19
ABCE1 RPS2
ABCE1 RPS2
ABCE1 RPS21
ABCE1 RPS21
ABCE1 RPS29
ABCE1 RPS29
ABCE1 RPS3A
ABCE1 RPS3A
ABCE1 RPS4X
ABCE1 RPS4X
ABCE1 RPS5
ABCE1 RPS5
ABCE1 RPS6
ABCE1 RPS6
ABCE1 RPS7
ABCE1 RPS7
ABCE1 RPS8
ABCE1 RPS8
ABCE1 RUVBL1
ABCE1 RUVBL1
ABCE1 SSB
ABCE1 SSB
ABCE1 TARS
ABCE1 TARS
ABCE1 TSR1
ABCE1 TSR1
ABCE1 UBA52
ABCE1 UBA52
ABCE1 WDR3
ABCE1 WDR3
ABCE1 WDR43
ABCE1 WDR43
ABCE1 WDR75
ABCE1 WDR75
ABCF2 ABCB1
ABCF2 ABCB1
ABCF2 ABCB6
ABCF2 ABCB6
ABCF2 ABCE1
ABCF2 ABCE1
ABCF2 ACAD9
ABCF2 ACAD9
ABCF2 DDB1
ABCF2 DDB1
ABCF2 EEF1G
ABCF2 EEF1G
ABCF2 EFTUD2
ABCF2 EFTUD2
ABCF2 EIF6
ABCF2 EIF6
ABCF2 MRPL4
ABCF2 MRPL4
ABCF2 PSME3
ABCF2 PSME3
ABCF2 RPL6
ABCF2 RPL6
ABCF2 RRM1
ABCF2 RRM1
ABCF3 POLR1B
ABCF3 POLR1B
ABHD17A HRAS
ABHD17A HRAS
ABHD17A NRAS
ABHD17A NRAS
ABI1 ACTR2
ABI1 ACTR2
ABI1 CDC42
ABI1 CDC42
ABI1 DIAPH3
ABI1 DIAPH3
ABI1 NCK1
ABI1 NCK1
ABI1 WASF1
ABI1 WASF1
ABT1 BCCIP
ABT1 BCCIP
ABT1 BOP1
ABT1 BOP1
ABT1 BRIX1
ABT1 BRIX1
ABT1 DCAF13
ABT1 DCAF13
ABT1 DDX10
ABT1 DDX10
ABT1 DDX52
ABT1 DDX52
ABT1 DHX32
ABT1 DHX32
ABT1 DIEXF
ABT1 DIEXF
ABT1 DQX1
ABT1 DQX1
ABT1 EBNA1BP2
ABT1 EBNA1BP2
ABT1 IMP3
ABT1 IMP3
ABT1 KCTD19
ABT1 KCTD19
ABT1 MAK16
ABT1 MAK16
ABT1 MRTO4
ABT1 MRTO4
ABT1 NIFK
ABT1 NIFK
